AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,State,GDP,2347900
3WMOAN2SRCAYTOVKHZAJQX7OJH7NV8,A31URGVCELAPBD,3GS542CVJV0UK8EIKV4ZFFNLPTW95R,2014-10-28T15:29:40Z,2014-10-28T15:29:56Z,2014-10-28T16:32:15Z,Nevada,143503,
39GAF6DQWSDVFHOVCCCLTQULGGXV13,A2JVHE1ESSF6IQ,34KYK9TV2RLEE3RQUBV3ZWS3RD7BS5,2014-10-28T12:50:48Z,2014-10-28T12:51:18Z,2014-10-28T13:52:14Z,Alaska,59643,
333U7HK6IASGGH4DBGIXR4K0APGJDH,A218W8G3SYFPGI,360ZO6N6J1WSSFZOCULLWHY7BOMM9U,2014-10-28T02:33:28Z,2014-10-28T02:33:35Z,2014-10-28T03:37:15Z,Wyoming,40542,
3HPZF4IVNN6W6ETYXKOPHLH62T9YCM,A1JP58Y4XAT7EU,3UL5XDRDNCWU63V8F3YLFJSA5NF58Z,2014-10-27T23:56:45Z,2014-10-27T23:58:26Z,2014-10-28T01:02:15Z,Florida,843091,
3VD82FOHKR1KC0PWRXFRFUJ4OJ1COG,A19PATBI3SQNU0,3ROUCZ907F7JZ5O6RZJGLBI11NNOOP,2014-10-27T20:04:03Z,2014-10-27T23:10:19Z,2014-10-28T00:12:15Z,Nebraska,107889,
31UV0MXWNRPPHT5EESFEHRH8KTRI5U,A1JP58Y4XAT7EU,3FDWKV9VCNFQC7NRA5GCSDLLO9WUMT,2014-10-28T01:05:01Z,2014-10-28T01:05:43Z,2014-10-28T02:07:14Z,South Dakota,45443,
3FTYUGLFSVY89IPSMEE3QU1VSPRD5X,A2C7EF24WOLC,3SZYX62S5GDQ6PQP5Y6F1JWFU3957C,2014-10-28T05:16:36Z,2014-10-28T05:16:52Z,2014-10-28T06:17:15Z,New Mexico,89188,
3WJEQKOXA9FBNTLX1HLPX3G8V5K1AU,A218W8G3SYFPGI,3GONHBMNHVB7Y6H1GSFK9500QRBZMN,2014-10-28T02:23:06Z,2014-10-28T02:23:16Z,2014-10-28T03:27:15Z,North Carolina,496092,
39OWYR0EPL439QD8OMEQPR29Z62YFY,A1JP58Y4XAT7EU,39AYGO6AFFXBSEIQQOX9PMW5QDO6N3,2014-10-28T00:29:20Z,2014-10-28T00:30:04Z,2014-10-28T01:32:15Z,Louisiana,260877,
3TXMY6UCAF1NXC2C6A7V4ZE43LDQCY,A1UOE2L1FXNFET,3BDORL6HKKQLNTJJTMRTK6TPNWORC4,2014-10-28T15:00:55Z,2014-10-28T15:01:08Z,2014-10-28T16:02:16Z,Colorado,278551,
3WYP994K1847QXKXNTBMVLPW68K6YQ,A31URGVCELAPBD,3NC6WP7WJHXZ9N6A9710JZ897RLWWL,2014-10-28T15:23:25Z,2014-10-28T15:23:47Z,2014-10-28T16:27:14Z,Indiana,326933,
3IHR8NYAM8EZ2WOIDIMOLWC66CZ4PX,A2C7EF24WOLC,38G0E1M85MI92UH0OXH3F94YF27VUA,2014-10-28T05:12:54Z,2014-10-28T05:13:17Z,2014-10-28T06:17:14Z,Maryland,336481,
3E4GGUZ1T94OORCFWCYSW0T9SOX2KY,A2C7EF24WOLC,3HXK2V1N4KSH0LI3GI8B9P6W9W12GB,2014-10-28T05:20:31Z,2014-10-28T05:20:44Z,2014-10-28T06:22:15Z,Vermont,28422,
3X0H8UUIT218OQNUF5W1BT08DOVSWB,A20NGV3YRBQT5W,3OND0WXMHWSNVXPUT8LUWQRMLZ3HEQ,2014-10-27T23:52:04Z,2014-10-27T23:52:17Z,2014-10-28T00:57:15Z,Maine,57821,
3TPWUS5F8AESH9YYIJ61WOWQRLAWCM,A1JP58Y4XAT7EU,3LEG2HW4UF0BMLM85Y2TR46K8H12FC,2014-10-28T00:45:39Z,2014-10-28T00:47:49Z,2014-10-28T01:52:14Z,Arkansas,117496,
3HOSI13XH013DV4L1KWMO6PN55HDDV,A1JP58Y4XAT7EU,3RBI0I35XEG67UZMEO8MZZISK6Q3YK,2014-10-28T01:10:17Z,2014-10-28T01:10:47Z,2014-10-28T02:12:14Z,Vermont,29968,
3TYCR1GOTDWPE8X96JJ7YBGV2WRLZG,A1JP58Y4XAT7EU,39XCQ6V3KYH72PCKMO1NV5WJZSP56D,2014-10-28T00:06:01Z,2014-10-28T00:06:57Z,2014-10-28T01:07:16Z,New Jersey,545765,
3WZ36BJEV4THFN2Y9E5VYKJ957BTB7,A8L450UGY77XB,3M4KL7H8KV08E7B1L1ZBSFJ2NCJ16Q,2014-10-28T14:46:04Z,2014-10-28T14:46:39Z,2014-10-28T15:47:16Z,Maine,53235,
392CY0QWG247LA1E0NW4CZBUKY44IL,A2C7EF24WOLC,39TX062QX11H7P9C9SMKGLBJI0W3XE,2014-10-28T05:08:52Z,2014-10-28T05:09:10Z,2014-10-28T06:12:14Z,Colorado,278551,
3ZGVPD4G6UUDXL5EFSLYK2QCWAUZTG,A2JVHE1ESSF6IQ,3D5G8J4N5AHU2H2BOSRTADIWWO0VTJ,2014-10-28T12:31:02Z,2014-10-28T12:32:29Z,2014-10-28T13:37:14Z,Massachusetts,413716,
30H4UDGLT3VF6MDOJMMK7QT6S3JMP9,A2C7EF24WOLC,33BFF6QPI1O2IP4MZNQYE2XC9YQ3WL,2014-10-28T05:18:15Z,2014-10-28T05:18:28Z,2014-10-28T06:22:14Z,Oregon,210242,
3NPI0JQDAPIJJH38SJNWT4OYMA5TP5,A20NGV3YRBQT5W,3ULIZ0H1VAICV3BNGIP60952RH815A,2014-10-27T23:40:47Z,2014-10-27T23:46:02Z,2014-10-28T00:47:14Z,California,1958904,
3PH3VY7DJMA5P298AXQ97MXB044ZWY,A2C7EF24WOLC,32TZXEA1OLXUZK7N2D6WVHZORLD145,2014-10-28T05:22:05Z,2014-10-28T05:22:21Z,2014-10-28T06:27:14Z,Wyoming,41839,
30LSNF239V8XIWMRW9DGJKEW0JP2I2,A19PATBI3SQNU0,3W3RSPVVGS466P56ATFXS06WO46ULR,2014-10-27T19:40:19Z,2014-10-27T19:40:55Z,2014-10-27T20:42:15Z,Texas,1308132,
3JWH6J9I9TQJKAXECIJJPLDHGO0NB9,A3PQ0N92R472YJ,33IXYHIZB5VJG7MCANIN9MLKWGM2EU,2014-10-27T21:21:34Z,2014-10-27T21:21:39Z,2014-10-27T22:22:18Z,Wyoming,41839,
3XLBSAQ9Z5PQZN872PIXF6YU7D6Z77,A8L450UGY77XB,3V8JSVE8YY39HSFJ38PIIQMPBVFYE5,2014-10-28T14:55:24Z,2014-10-28T14:55:45Z,2014-10-28T15:57:15Z,Georgia,438324,
3EJJQNKU9SIEQLSS5HAWKGLPCY0RHN,A2A2ZQOK7NKE70,3RKHNXPHGW9VMJNOPT3WD0THZ41UKO,2014-10-28T00:48:28Z,2014-10-28T00:48:51Z,2014-10-28T01:52:15Z,Rhode Island,50900,
3UWN2HHPUZII1WEGN45EFANHKDCNS2,A8L450UGY77XB,3HEA4ZVWVDZBJLC6H5RI3ZIJ3XE55X,2014-10-28T14:59:54Z,2014-10-28T15:00:07Z,2014-10-28T16:02:15Z,Utah,134483,
3CFJTT4SXU344XJX2LUBFBV4BZKI77,A1JP58Y4XAT7EU,3HA5ODM5KA5TNHPWZSM308MAU5MVSU,2014-10-27T23:54:04Z,2014-10-27T23:55:33Z,2014-10-28T00:57:15Z,California,1958904,
3VBEN272MLCCR4XU00SJPQEKJ05GS0,A1JP58Y4XAT7EU,3XEIP58NL00NSOZGGGE59SLBQMLZLL,2014-10-28T00:12:55Z,2014-10-28T00:13:48Z,2014-10-28T01:17:15Z,Washington,412906,
3U84XHCDIDQTG0QO0RKQCUEKGAXZ42,A2A2ZQOK7NKE70,3HEADTGN2P5HM2PJK3MYAYHE833VR6,2014-10-28T00:44:18Z,2014-10-28T00:44:47Z,2014-10-28T01:47:15Z,Arkansas,109500,
3X31TUMD7YZSJCC1Y8AF6HWJPHF1L8,A1JP58Y4XAT7EU,3DFYDSXB2WD0BZH6783KCLT4KF1UJP,2014-10-28T00:10:34Z,2014-10-28T00:12:12Z,2014-10-28T01:12:15Z,Massachusetts,437577,
3NJM2BJS4XJ2X01X6XS64UOUYPSCPU,A31URGVCELAPBD,34O39PNDK6L2DORDFMVY9MN75BORBX,2014-10-28T15:24:36Z,2014-10-28T15:24:54Z,2014-10-28T16:27:15Z,Arizona,290098,
3QEMNNSB2YCNWM3BA7T0OEFRJU27DK,A19PATBI3SQNU0,3Z56AA6EK4D5AWXQENI9C775LNE6M3,2014-10-27T19:42:17Z,2014-10-27T19:42:49Z,2014-10-27T20:47:14Z,Illinois,751094,
38JBBYETQPNV55ZS446DRKD2S51E4Q,A37FOZP74SRIQ3,3I01FDIL6MLEO18CES73343ZW4L2D1,2014-10-28T08:48:30Z,2014-10-28T08:49:36Z,2014-10-28T09:52:14Z,Illinois,633697,
3VZLGYJEYMNKE2EYK2MV95BI953ZXI,A1NYH6FD37TIU0,3BPP3MA3TCXPHT8KKT0SOIKT2GCELU,2014-10-28T01:47:10Z,2014-10-28T01:48:10Z,2014-10-28T02:52:14Z,Maine,50707,
3RSDURM96BZB3CDCTBUK79H9N63EYE,A2JVHE1ESSF6IQ,3XH7ZM9YX27JPVCGH2H2IGSHHBLR9N,2014-10-28T12:30:09Z,2014-10-28T12:34:07Z,2014-10-28T13:37:14Z,New Hampshire,66111,
3ATTHHXXWB1YJCPOKYY99A8SDSPXI7,A19PATBI3SQNU0,34O39PNDK6L2DORDFMVY9MN75BOBRH,2014-10-27T19:44:25Z,2014-10-27T19:44:52Z,2014-10-27T20:47:15Z,New Jersey,545765,
3IOEN3P9S8WA0R9UB44DHYEMZNC61T,A31URGVCELAPBD,3MWOYZD5WV11HKOUQKJ36MIWBDIONA,2014-10-28T15:31:11Z,2014-10-28T15:31:47Z,2014-10-28T16:32:15Z,New Mexico,85497,
3YMTUJH0DTTXUOHPUZV8Q6D3VE4T49,A3PQ0N92R472YJ,3PMR2DOWOOETN2863088Y7C531J54S,2014-10-27T21:16:32Z,2014-10-27T21:16:37Z,2014-10-27T22:17:16Z,Idaho,58231,
31JLPPHS2V7WZ0TDY44QMRFAI7IO3Q,A1UOE2L1FXNFET,3AQN9REUTFT4PM1J7DEYC844BJEYDC,2014-10-28T15:04:08Z,2014-10-28T15:04:21Z,2014-10-28T16:07:15Z,Kentucky,177967,
3URFVVM166VSXYK3FXB8PYCEFO5UZ6,A8L450UGY77XB,3EKZL9T8Y8Z8YZ5GXHFZ62RJ0NQHCX,2014-10-28T14:56:14Z,2014-10-28T14:56:28Z,2014-10-28T15:57:16Z,Mississippi,101549,
3Z7ISHFUH18UZ1DQCUA3T6UPIWN8ZC,A3PQ0N92R472YJ,37VE3DA4YUUPOUDAJHJ4VIL1I2QHBQ,2014-10-27T21:16:45Z,2014-10-27T21:16:51Z,2014-10-27T22:17:16Z,Indiana,306838,
3ZDAD0O1T2QOSQ5ZEAXDNHA1OA0TXH,A31URGVCELAPBD,38LRF35D5L9PQLFH4NBXWECFOIF3UM,2014-10-28T15:20:58Z,2014-10-28T15:21:33Z,2014-10-28T16:22:14Z,Virginia,478747,
3ZGVPD4G6UUDXL5EFSLYK2QCW9FZTZ,A1NYH6FD37TIU0,3O0M2G5VC6FCOPAI6QLPANH7PX194M,2014-10-28T01:45:53Z,2014-10-28T01:46:54Z,2014-10-28T02:47:14Z,Connecticut,231809,
3MRNMEIQW6JMB7SDE1UA7JXSEEBLDB,A3PQ0N92R472YJ,3D1TUISJWID4GOX0PQIK0KE470CUID,2014-10-27T21:14:54Z,2014-10-27T21:15:04Z,2014-10-27T22:17:15Z,Alaska,59643,
3OF2M9AATH1EU2FRLJ76JB3GDX2ZK9,A2JVHE1ESSF6IQ,3S1WOPCJFG6JM3KKH8OF8371YR7EJS,2014-10-28T12:33:06Z,2014-10-28T12:56:31Z,2014-10-28T13:57:15Z,Kansas,138958,
3FE2ERCCZYL36PY0W21XZUIBN2TOPJ,A218W8G3SYFPGI,3TFJJUELSH24J92YEWCSJYLHB492C1,2014-10-28T02:33:12Z,2014-10-28T02:33:28Z,2014-10-28T03:37:15Z,Montana,45983,
3TAYZSBPLMLMCAPN1L7UNMKJ9I9S24,A2C7EF24WOLC,3KTZHH2ONISSEAGE72F7WL3WRI4M85,2014-10-28T05:19:21Z,2014-10-28T05:19:35Z,2014-10-28T06:22:15Z,South Dakota,43758,
3H7Z272LX8KV04V3JAL57DEHSY0LPD,A2JVHE1ESSF6IQ,3D17ECOUOE89HOOJ2Z1DLC7IDLH13K,2014-10-28T12:30:43Z,2014-10-28T12:38:37Z,2014-10-28T13:42:14Z,New York,1280737,
339ANSOTR6FSZCQHLFJKJG0QHJAKI5,A19PATBI3SQNU0,3TCFMTM8HE1KW6S0YZN8222Q77H129,2014-10-27T19:40:55Z,2014-10-27T19:41:55Z,2014-10-27T20:42:15Z,New York,1157969,
3HMVI3QICK5CJBJ0HNZ50PYFYWJY1X,A1JP58Y4XAT7EU,336OE47KI2XMUY65JXW4XXPV0IJWVB,2014-10-28T00:24:18Z,2014-10-28T00:24:53Z,2014-10-28T01:27:15Z,Wisconsin,281741,
3ZSANO2JCGK6D41ZPGM175E8IL6SFE,A1JP58Y4XAT7EU,3EQPA8A3749HXYBGDV2STD8JMXGZJJ,2014-10-28T01:05:44Z,2014-10-28T01:08:12Z,2014-10-28T02:12:14Z,North Dakota,55262,
3R6P78PK7LOD64A9P0X9ZVA6LJNGTT,A218W8G3SYFPGI,3I7SHAD35M9OEWBVXXN1IL71GYYM7I,2014-10-28T02:34:13Z,2014-10-28T02:34:23Z,2014-10-28T03:37:15Z,Vermont,29968,
3CP1TO84PUEL68RCPPUMUBARVY252G,A2C7EF24WOLC,3DA79LNS598AQ80S4ILNRIQD5483TV,2014-10-28T05:21:47Z,2014-10-28T05:22:04Z,2014-10-28T06:22:15Z,Wisconsin,272086,
3UOUJI6MTER3S3KOEFNNSDW37NHUXH,A3PQ0N92R472YJ,33EEIIWHK7KHA1AJ7OXY5879CH1VQ5,2014-10-27T21:21:28Z,2014-10-27T21:21:33Z,2014-10-27T22:22:18Z,Wisconsin,272086,
3XLBSAQ9Z5PQZN872PIXF6YU7CNZ7M,A2A2ZQOK7NKE70,3GV1I4SEO92L4EF5EBHUCUSGLIO6L1,2014-10-28T00:46:27Z,2014-10-28T00:46:53Z,2014-10-28T01:47:15Z,Delaware,65900,
3C5W7UE9CG3KFVFF5DW113F9U20MX5,A2JVHE1ESSF6IQ,3CRWSLD91KHVZ23UEJ43T7TW6N8OMA,2014-10-28T12:33:12Z,2014-10-28T12:57:27Z,2014-10-28T14:02:14Z,Louisiana,251369,
3ERMJ6L4DZ5Q0G9ON0S3742LS9P7MZ,A8L450UGY77XB,3L55D8AUFAAUKUV57HJNS2MMQJ2YCC,2014-10-28T15:00:21Z,2014-10-28T15:00:38Z,2014-10-28T16:02:16Z,Alaska,59643,
3YMTUJH0DTTXUOHPUZV8Q6D3VFK4T2,A2C7EF24WOLC,30UZJB2POHP856P23M3PO2KZP1N537,2014-10-28T05:14:48Z,2014-10-28T05:15:04Z,2014-10-28T06:17:15Z,Missouri,269356,
3LRLIPTPERMDTU7J9RR72IC74BHAK3,A1JP58Y4XAT7EU,3Z56AA6EK4D5AWXQENI9C775LNEM6J,2014-10-28T01:08:12Z,2014-10-28T01:08:50Z,2014-10-28T02:12:14Z,Montana,45983,
358UUM7WR0GHXWMGS8OKT3WVYWK7RJ,A2JVHE1ESSF6IQ,391FPZIE4CZ4KTMGJ80Z08DP7NXUHK,2014-10-28T12:30:40Z,2014-10-28T12:38:10Z,2014-10-28T13:42:14Z,New Jersey,528788,
3COPXFW7XCPKGYDLYA94SD123Y1KPF,A31URGVCELAPBD,3BCRDCM0OD7AK8XNTB5TXUF1WIJ6KY,2014-10-28T15:26:02Z,2014-10-28T15:26:30Z,2014-10-28T16:27:15Z,Connecticut,243386,
3WJ1OXY92BTTYT5I02U4CD3G9C2A81,A2JVHE1ESSF6IQ,3QXFBUZ4ZKTQKXR5Z2IHF81OSNKUGL,2014-10-28T12:33:27Z,2014-10-28T13:01:46Z,2014-10-28T14:02:14Z,Montana,42140,
38F71OA9GU93F9OU5JQFVWF2QWEMFM,A19PATBI3SQNU0,3G57RS03HHIJKOTJZMPK5SF7JNN52W,2014-10-27T19:57:30Z,2014-10-27T19:57:58Z,2014-10-27T21:02:15Z,Louisiana,260877,
3E7TUJ2EGDZRA5R4P4RK2A6XELAD9O,A2C7EF24WOLC,3QO7EE372O021NCD276Y4WD29PMBQG,2014-10-28T05:17:29Z,2014-10-28T05:17:46Z,2014-10-28T06:22:14Z,North Dakota,49509,
31T4R4OBOTTDRUXXABYP48X9YU47CY,A19PATBI3SQNU0,3X0EMNLXEP2WAP947BI953HZ7LFVPE,2014-10-28T02:11:56Z,2014-10-28T02:12:31Z,2014-10-28T03:17:14Z,Rhode Island,54663,
3XUHV3NRVLBPLYUU8AXTHFGTKHJH59,A2C7EF24WOLC,37OPIVELUUGK5K8ID3J8071V0K5HAV,2014-10-28T05:11:52Z,2014-10-28T05:12:12Z,2014-10-28T06:12:15Z,Kentucky,177967,
3U5JL4WY5LM4B5Q9Z9W5F9Y98BF4XS,A2JVHE1ESSF6IQ,30OITAWPBQG601YDLX584CQBU2NH9G,2014-10-28T12:36:15Z,2014-10-28T12:36:37Z,2014-10-28T13:37:15Z,Delaware,60650,
3HSYG7LRBKBJ57G5LI4WWWF39OQKK9,A2JVHE1ESSF6IQ,3Z8UJEJOCZQR6TRE6CG60IP1BX5931,2014-10-28T12:36:38Z,2014-10-28T13:02:20Z,2014-10-28T14:07:14Z,Nevada,128896,
3180JW2OT5PLC4PKWA0ETSW8X9Z5JE,A1UOE2L1FXNFET,3MQY1YVHS3XL94AS0WGX8EFZTJ92BU,2014-10-28T15:02:21Z,2014-10-28T15:02:40Z,2014-10-28T16:07:15Z,Idaho,58231,
3QFUFYSY9ZSNBJZOZFQJ92Y245X4FD,A3PQ0N92R472YJ,3SNR5F7R926NRS0EZQ3FW2S1LCIEIG,2014-10-27T21:18:14Z,2014-10-27T21:18:20Z,2014-10-27T22:22:16Z,Missouri,269356,
32RIADZISTHWFO4A5ZQIG1HHTVRS4K,A3PQ0N92R472YJ,3HFWPF5AK9W9B8NDFIGXHDUR3LU3S6,2014-10-27T21:17:58Z,2014-10-27T21:18:06Z,2014-10-27T22:22:15Z,Minnesota,298272,
3R2UR8A0IBT8FY0RITBET74EP11XOF,A218W8G3SYFPGI,3TKXBROM5TNV28M6DRE6TI5TQKEJI6,2014-10-28T02:22:35Z,2014-10-28T02:22:46Z,2014-10-28T03:27:15Z,Ohio,551881,
3CFVK00FWMYNQYDY4EMW1DN0XSP6L5,A3PQ0N92R472YJ,3CIS7GGG65WS0JVET7STF5GCF75UE4,2014-10-27T21:16:05Z,2014-10-27T21:16:17Z,2014-10-27T22:17:15Z,Florida,769007,
3TYCR1GOTDWPE8X96JJ7YBGV2X0ZL5,A2C7EF24WOLC,3OND0WXMHWSNVXPUT8LUWQRMLZ3EHN,2014-10-28T05:18:00Z,2014-10-28T05:18:14Z,2014-10-28T06:22:14Z,Oklahoma,171432,
3TVRFO09GLS09DXU51VM1Q0KUWVXLX,A1NYH6FD37TIU0,3SMIWMMK61IMHJH5E7MZ1BNCMBAWUM,2014-10-28T01:49:48Z,2014-10-28T01:50:33Z,2014-10-28T02:52:14Z,Vermont,27207,
3OHYZ19UGDIWJLSY7JJ09ZTGOGFOAP,A19PATBI3SQNU0,3EHIMLB7F7C6MWF3G5ZU4GV0AW5H8R,2014-10-27T19:56:33Z,2014-10-27T19:56:55Z,2014-10-27T20:57:15Z,Wisconsin,281741,
39U1BHVTDM4CCSYLULQPG1LXHFN3TF,A2C7EF24WOLC,3KA7IJSNW6IH1BBY2UR94RNS4T0BPP,2014-10-28T05:11:35Z,2014-10-28T05:11:51Z,2014-10-28T06:12:15Z,Kansas,138958,
31Q0U3WYDQST4RNZUE95NCEIUX471Z,A3PQ0N92R472YJ,35U0MRQMUJKEPPX3SB5UG3C9XGJVOX,2014-10-27T21:17:41Z,2014-10-27T21:17:51Z,2014-10-27T22:22:15Z,Massachusetts,431937,
3KB8R4ZV1FKDAIGSPE6OZ14KFCNBGY,A218W8G3SYFPGI,3XT3KXP24ZBJED7ZT8KHKE0O4EU6IN,2014-10-28T02:27:56Z,2014-10-28T02:28:04Z,2014-10-28T03:32:15Z,Colorado,295308,
32Z9ZLUT1MXBT80CDPTSQLGK1BEHO2,A19PATBI3SQNU0,3FJ2RVH25ZJ2LBVV2C21H8K95J592Q,2014-10-27T23:10:55Z,2014-10-27T23:11:30Z,2014-10-28T00:12:15Z,Hawaii,78977,
3NVC2EB65RC8TEXF4RDOOIDCWHHY3B,A1UOE2L1FXNFET,3HJ1EVZS2OWXATN00TGSR3PVHJB3RI,2014-10-28T15:03:20Z,2014-10-28T15:03:44Z,2014-10-28T16:07:15Z,Kansas,138958,
3WSELTNVR4FCWDX6305Z39Z3NPRATU,A1UOE2L1FXNFET,3VZYA8PITOBCOEQ5KZL6M4MSMP350C,2014-10-28T15:04:21Z,2014-10-28T15:04:34Z,2014-10-28T16:07:15Z,Louisiana,251369,
3DQQ64TANHYBBY72NOS7GOVXQ4EWPP,A19PATBI3SQNU0,3S4TINXCC00ZGBZXNUEUFRI2UO4BO8,2014-10-27T20:02:38Z,2014-10-27T20:02:59Z,2014-10-27T21:07:15Z,Utah,142329,
3TS1AR6UQRRKU6H71DOQCEICV8D7FS,A8L450UGY77XB,37M4O367VJV9RSXC9484K1T5PS3M53,2014-10-28T14:56:59Z,2014-10-28T14:57:12Z,2014-10-28T15:57:16Z,Tennessee,280485,
30LSNF239V8XIWMRW9DGJKEW0KKI2F,A31URGVCELAPBD,3E9VAUV7BWR6RFY7N3NWM7WYQGHYAA,2014-10-28T15:25:19Z,2014-10-28T15:25:38Z,2014-10-28T16:27:15Z,Missouri,279099,
33CUSNVVNOPFF5C334AQGMXLJNP88G,A218W8G3SYFPGI,3CVBMEMMXBT2MIAK607OQGZ5ZCZH74,2014-10-28T02:30:28Z,2014-10-28T02:30:34Z,2014-10-28T03:32:16Z,Arkansas,117496,
340UGXU9DZEBOEFTE0M54SZIRCFVUL,A2A2ZQOK7NKE70,302U8RURJZEW74XRRW5H1EC476EVNI,2014-10-28T00:37:27Z,2014-10-28T00:37:54Z,2014-10-28T01:42:14Z,Maryland,317600,
3AUQQEL7U66V8S3DGT8LFLBBBN0V07,A19PATBI3SQNU0,3QX22DUVOOUQPMCRFVQHOZN42G4VMI,2014-10-27T19:47:51Z,2014-10-27T19:48:20Z,2014-10-27T20:52:14Z,Washington,412906,
3MAOD8E57RNQXD0FHEB1EI49ZRNNXH,A3PQ0N92R472YJ,3TTPFEFXCTXJIIWFNQ2WK2Z941FH65,2014-10-27T21:16:58Z,2014-10-27T21:17:08Z,2014-10-27T22:17:16Z,Kansas,138958,
3HMVI3QICK5CJBJ0HNZ50PYFYX4Y1K,A31URGVCELAPBD,3TZDZ3Y0JSJVWQDZJ82NCPA4DDR919,2014-10-28T15:27:44Z,2014-10-28T15:28:09Z,2014-10-28T16:32:14Z,South Carolina,191278,
3PS7W85Z80FYRUN1BURZ7EOJH6PT9C,A2A2ZQOK7NKE70,3XBYQ44Z6PH7H62GE2WPWF1A3X3WTV,2014-10-28T00:37:55Z,2014-10-28T00:38:09Z,2014-10-28T01:42:14Z,Indiana,298600,
3TAYZSBPLMLMCAPN1L7UNMKJ9H22S5,A1JP58Y4XAT7EU,37SQU136V71D7LA4FVNUXJSLF1311S,2014-10-28T00:56:17Z,2014-10-28T00:57:27Z,2014-10-28T02:02:14Z,New Hampshire,69572,
3WYGZ5XF3XSHTQTDQRDYNI6DQHMKS7,A20NGV3YRBQT5W,386659BNTLUD0WPMJCJUJE9BA9X10P,2014-10-27T23:49:49Z,2014-10-27T23:50:06Z,2014-10-28T00:52:14Z,Vermont,29968,
31QNSG6A5S6BFR7KTZIK2M1Q83A78J,A3PQ0N92R472YJ,379OL9DBSSRSMWO2VX9WQCLEKYZY9V,2014-10-27T21:19:54Z,2014-10-27T21:20:00Z,2014-10-27T22:22:17Z,Oklahoma,171432,
3P1L2B7AD22DF4J24A8QID9RISRLOH,A1NYH6FD37TIU0,37NXA7GVSTJ6J4U6FJP2OM8F2BEVLG,2014-10-28T01:48:11Z,2014-10-28T01:48:51Z,2014-10-28T02:52:14Z,Massachusetts,441414,
33LKR6A5KFXG2PK67HC6S860JUUT1W,A3PQ0N92R472YJ,3NCN4N1H1GUHYQZLMFEH02IX4EZBNT,2014-10-27T21:16:17Z,2014-10-27T21:16:26Z,2014-10-27T22:17:16Z,Georgia,438324,
34BBWHLWHBOJUCKYAT2N7RUL4RAIWS,A2JVHE1ESSF6IQ,3PKJ68EHDN9V6DBM79WLT64EQ7ZJHD,2014-10-28T12:56:11Z,2014-10-28T13:06:20Z,2014-10-28T14:07:16Z,Wisconsin,272086,
3NPI0JQDAPIJJH38SJNWT4OYMA0TP0,A3PQ0N92R472YJ,3TTPFEFXCTXJIIWFNQ2WK2Z941F6HU,2014-10-27T21:19:21Z,2014-10-27T21:19:26Z,2014-10-27T22:22:16Z,New Mexico,89188,
3Y9N9SS8LZO5V32O8VQABX3BESQD3V,A1JP58Y4XAT7EU,35JDMRECC4M9V1UJ923CBQFL6ZQEGO,2014-10-27T23:58:27Z,2014-10-27T23:59:08Z,2014-10-28T01:02:15Z,Illinois,751094,
3IXEICO793WB9BL3DNONN4XHR576T4,A19PATBI3SQNU0,36GJS3V78V3H6HGBN3E386SDB7MJGE,2014-10-27T19:59:52Z,2014-10-27T20:00:40Z,2014-10-27T21:02:15Z,Kentucky,186266,
3LRKMWOKB6UJDMB1WD12JFHMWX9Z2G,A2C7EF24WOLC,3909MD9T2ZU3H1YOYIXUT5F95KQEFP,2014-10-28T05:09:28Z,2014-10-28T05:09:43Z,2014-10-28T06:12:15Z,Delaware,60650,
336YQZE83WRBDCV5Z7D69KOP13TM5Y,A8L450UGY77XB,3YOAVL4CA0URUGSVAOFONBJ040R4ZY,2014-10-28T14:52:14Z,2014-10-28T14:52:35Z,2014-10-28T15:57:14Z,Iowa,156606,
31N2WW6R9S32TNGKZ1L0ZX6WQ573FX,A2A2ZQOK7NKE70,3MJ9GGZYO3JGQU50UIG1D3VTB1O2AZ,2014-10-28T00:41:47Z,2014-10-28T00:42:04Z,2014-10-28T01:42:16Z,Kentucky,173400,
3VZLGYJEYMNKE2EYK2MV95BI951XZE,A20NGV3YRBQT5W,39O0SQZVJNKFBCON25JI4K1BMLXR7B,2014-10-27T23:50:56Z,2014-10-27T23:51:19Z,2014-10-28T00:52:15Z,Alaska,54702,
3BF51CHDTWNQQR8TB4RH0KK2380H0E,A1JP58Y4XAT7EU,3R4QIDVOJPPBBNYS37DOBNU9TJBEE7,2014-10-28T01:02:06Z,2014-10-28T01:03:28Z,2014-10-28T02:07:14Z,Alaska,54702,
3KRVW3HTZOYCJETGB3QE2VYHFNQMSP,A2C7EF24WOLC,3AXFSPQOYQBBSHKGCJ8LQLS1ASMJFF,2014-10-28T05:20:14Z,2014-10-28T05:20:30Z,2014-10-28T06:22:15Z,Utah,134483,
3TVSS0C0E2D93Q09451RLYWUF8IWTF,A2C7EF24WOLC,324N5FAHSXOVZYCOUJD19MV0DB9VKD,2014-10-28T05:17:46Z,2014-10-28T05:17:59Z,2014-10-28T06:22:14Z,Ohio,548526,
3R6P78PK7LOD64A9P0X9ZVA6LK3TGO,A8L450UGY77XB,31ANT7FQN8FNZEW1I7SRSWL9864H5P,2014-10-28T14:48:06Z,2014-10-28T14:48:36Z,2014-10-28T15:52:14Z,Delaware,60650,
