AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,Answer.company,Answer.employees
3KJYX6QCMAO2AY4Z21IRXQQ7KUUVJ8,A2I159VITLD19Y,3A9LA2FRWSRW1XGBODBMKFCU8SXHX1,Fri Jun 05 03:14:47 PDT 2015,Fri Jun 05 03:14:57 PDT 2015,2015-06-05 11:17:38 UTC,Oclaro,1437
3J2UYBXQQMPAT2OCFL0D3TVC4RW06C,A3CC9BWPLAR31J,3M7OI89LVY1S1ALZ1YOV9B2UYV16CT,Thu Jun 04 15:51:45 PDT 2015,Thu Jun 04 15:53:19 PDT 2015,2015-06-04 23:57:43 UTC,NXP Semiconductors,27884
3GS6S824SRAB8DVP79FFCZQ20N3NWG,A3N6Z886JPK4BG,3ZTE0JGGCE5IQGR31UAPQBOLJWNCOI,Fri Jun 05 04:09:26 PDT 2015,Fri Jun 05 04:10:05 PDT 2015,Fri Jun 05 04:35:27 PDT 2015,NXP Semiconductors,27884
3RUIQRXJBC159JG5RISYQW5XXL1LLL,A3N6Z886JPK4BG,362E9TQF2H3LB6W55LT3W5DE5FGIG3,Fri Jun 05 04:30:45 PDT 2015,Fri Jun 05 04:31:15 PDT 2015,Fri Jun 05 04:37:39 PDT 2015,Nvidia,8800
3XCC1ODXDMOR3ERVO7XQTUDQDI4QRU,A2QVMCGDLTWV9,3BS6ERDL93K262RD1UJ6THKCJVCD6Z,Thu Jun 04 14:50:44 PDT 2015,Thu Jun 04 14:51:30 PDT 2015,Thu Jun 04 15:05:40 PDT 2015,Nvidia,8800
3U088ZLJVL68NH3I63DH1NUPSTO0WC,AYDDIDXTRHXZ5,33Q5P9PUSPZUPK5A33L669VP3ZXCZP,Thu Jun 04 15:44:22 PDT 2015,Thu Jun 04 15:44:59 PDT 2015,2015-06-04 23:47:54 UTC,Nvidia,8800
3R5F3LQFV3XXKT06JBZZQSKP7Y9ZOS,A2F6ZON8X5EAGL,3OQQD2WO8IJKHUKHA6MJDBO519II30,Thu Jun 04 16:02:20 PDT 2015,Thu Jun 04 16:03:06 PDT 2015,2015-06-05 00:07:44 UTC,Nvidia,8800
3TU5ZICBREELL9CZPYRQ2DILNRM8Q8,A2I159VITLD19Y,3G4VVJO6PZTIUEFS87423U6JYASPKP,Fri Jun 05 03:15:11 PDT 2015,Fri Jun 05 03:15:20 PDT 2015,2015-06-05 11:17:38 UTC,Nvidia,6658
3Z3ZLGNNSJ7ZKC6TDHWUBWAA74UQ3W,A29CE8ETC87GV6,3PGQRAZX02XARBK1439N77Q5J8FYSE,Thu Jun 04 16:56:59 PDT 2015,Thu Jun 04 16:57:29 PDT 2015,2015-06-05 00:57:49 UTC,NVE Corp.,49
3DHE4R9OCXOJM5GW6LDDY81GV3LG2G,AEK2SAEL9GG39,3FULMHZ7OUARV9TCVZPUF9NSWIZM46,Thu Jun 04 16:37:55 PDT 2015,Thu Jun 04 16:38:57 PDT 2015,2015-06-05 00:42:47 UTC,Numenta,50
3IFS6Q0HJJWQNV3PQOSMA2R08BGSIT,A3N6Z886JPK4BG,37NXA7GVSTJ6J4U6FJP2OM8G9YXLV8,Fri Jun 05 04:46:27 PDT 2015,Fri Jun 05 05:02:36 PDT 2015,,Nuance Communications Inc.,14000
3PM8NZGV8ZTB0AD7X63IICZEE0ZXQ9,A2I159VITLD19Y,3JYPJ2TAYIL7ESNE7WD5NHEEQEBFPD,Fri Jun 05 04:47:42 PDT 2015,Fri Jun 05 04:51:14 PDT 2015,2015-06-05 12:52:41 UTC,NTP Wireless,31
3QXNC7EIPJ8XBLQADS3PN3MEUS690Y,AEK2SAEL9GG39,33EEIIWHK7KHA1AJ7OXY587AJ3SVQD,Thu Jun 04 16:38:58 PDT 2015,Thu Jun 04 16:39:20 PDT 2015,2015-06-05 00:42:47 UTC,NovaBay Pharmaceuticals,26
3DY4FPOOA21J8MNCA6R0ZHCYUAPRVV,A3CC9BWPLAR31J,37J05LC5AXWEUX6KLDDV2LPH51WDJ5,Thu Jun 04 16:44:40 PDT 2015,Thu Jun 04 16:45:12 PDT 2015,2015-06-05 00:47:46 UTC,Nova Measuring Instruments Ltd,367
3HMIGG0U4MJUUB3LG88KFZLNMZ3Y8Z,AYALPYEQ512PP,3SNR5F7R926NRS0EZQ3FW2S2SY8IER,Thu Jun 04 16:55:31 PDT 2015,Thu Jun 04 16:56:27 PDT 2015,2015-06-05 00:57:49 UTC,Northrop Grumman,68100
3IKZ72A5B5T9XR9UHK5F8B425KDFNA,A2I159VITLD19Y,3FVBZG9CLJRO47A0L1MFB1PJYLD0HQ,Fri Jun 05 04:07:54 PDT 2015,Fri Jun 05 04:08:05 PDT 2015,Fri Jun 05 04:35:57 PDT 2015,Nimble Storage,592
388U7OUMF8E3FLMW793BEOM80EA0RA,A1WX1XX58WCVTS,3N7PQ0KLI5281PIVENWSSWQD9GCE3O,Thu Jun 04 15:56:17 PDT 2015,Thu Jun 04 15:57:08 PDT 2015,2015-06-04 23:57:45 UTC,Nice Systems Ltd-Spons Adr,3513
3PB5A5BD0WJQ86D2CXU8UZIO6J7G7W,AEK2SAEL9GG39,3OKP4QVBP2A65OD7TX1QF7PVS6IGA2,Thu Jun 04 16:39:20 PDT 2015,Thu Jun 04 16:40:07 PDT 2015,2015-06-05 00:42:48 UTC,NeXT,540
3FTF2T8WLSVQJBRV6ZWAUYVIVYP9W6,A2I159VITLD19Y,3JAOYN9IHLF5RR2YP3FW95MGISF33H,Fri Jun 05 04:43:24 PDT 2015,Fri Jun 05 04:43:31 PDT 2015,2015-06-05 12:47:38 UTC,Nexius,772
3483FV8BEFWHPCRQU84RMHOR1PJ261,AYALPYEQ512PP,38DCH97KHHF8J6APQZJF2KWGOGMJQH,Thu Jun 04 16:40:52 PDT 2015,Thu Jun 04 16:42:00 PDT 2015,2015-06-05 00:42:49 UTC,Neurocrine Bioscience,95
3S96KQ6I9NHAUK0INAW1TA79IOJTDC,A3CC9BWPLAR31J,368IUKXGA5LBVZU363A1TB11XEGP6Q,Thu Jun 04 16:58:35 PDT 2015,Thu Jun 04 17:05:00 PDT 2015,2015-06-05 01:07:46 UTC,Network-1 Technologies Inc,2
3B837J3LDP93GU68GBMVOUSRV7YRSV,A3N6Z886JPK4BG,3ZG552ORAMH0II8Y5D7X9Q973Y7V2U,Fri Jun 05 04:45:49 PDT 2015,Fri Jun 05 04:53:51 PDT 2015,2015-06-05 12:57:42 UTC,Netsuite,3585
3AQF3RZ559V1Q632I3JY60IGATIF6S,A3RUUTINBKU8YE,3P4C70TRMRUN174BQOQGOL56MIIGLL,Thu Jun 04 15:01:46 PDT 2015,Thu Jun 04 15:04:41 PDT 2015,Thu Jun 04 15:05:41 PDT 2015,Netsuite,3585
35L9RVQFCPV66DK99B51PR89TUHUHB,AEK2SAEL9GG39,3J5XXLQDHMOP304H9DL2S0EZ9BF3VJ,Thu Jun 04 16:22:18 PDT 2015,Thu Jun 04 16:23:39 PDT 2015,2015-06-05 00:27:55 UTC,Netsuite,3585
3P1L2B7AD22DF4J24A8QID9RSQ3OL2,A2I159VITLD19Y,33NOQL7T9OCSDHFXMR514NZ6D94Z80,Fri Jun 05 03:53:07 PDT 2015,Fri Jun 05 03:53:30 PDT 2015,Fri Jun 05 04:37:35 PDT 2015,NetSuite,3357
3BEFOD78W76THTR5L2UW4SIBB3U4M9,AEK2SAEL9GG39,3THR0FZ95P6BTKL9E73OTUE8D48LOC,Thu Jun 04 16:40:07 PDT 2015,Thu Jun 04 16:41:13 PDT 2015,2015-06-05 00:42:48 UTC,Netscape,2500
3HPZF4IVNN6W6ETYXKOPHLH6CQOYC5,A29CE8ETC87GV6,3VDI8GSXAF6SM0KSWZHCJGJ02IJ8GR,Thu Jun 04 16:56:33 PDT 2015,Thu Jun 04 16:56:58 PDT 2015,2015-06-05 00:57:49 UTC,Netlist Inc.,79
3KKG4CDWKJBEA98BWTQRZ6CRB4I495,A3RUUTINBKU8YE,3XU80RHWHZTBRJ46PVPYTF6SARE44T,Thu Jun 04 15:13:49 PDT 2015,Thu Jun 04 15:20:50 PDT 2015,2015-06-04 23:22:41 UTC,NetGear  Inc,1038
3GLB5JMZFY86PFEC3AXUURSKSUBDGN,A3CC9BWPLAR31J,3OQQD2WO8IJKHUKHA6MJDBO519J3IM,Thu Jun 04 16:50:51 PDT 2015,Thu Jun 04 16:51:34 PDT 2015,2015-06-05 00:52:47 UTC,NetGear  Inc,1038
3EA3QWIZ4J8R2VG4FOXCK7NMATPTIC,A3CC9BWPLAR31J,3P6ENY9P799ZB2RGPRBLH5PFKE0IH7,Thu Jun 04 16:12:49 PDT 2015,Thu Jun 04 16:13:48 PDT 2015,2015-06-05 00:17:46 UTC,NetGear  Inc,1038
3WQ3B2KGE9TG63QP7VLLSE0ENLG1B6,A2I159VITLD19Y,3QTFNPMJC6VDGO21STUKMKP1243ZNO,Fri Jun 05 03:45:18 PDT 2015,Fri Jun 05 03:45:29 PDT 2015,Fri Jun 05 04:36:09 PDT 2015,NetGear  Inc,1038
3VW04L3ZLUJV97EJJKYACKV7B3JXX3,A3N6Z886JPK4BG,3ZC62PVYDHNTNNGQTHT8N10OWIGXXA,Fri Jun 05 04:02:51 PDT 2015,Fri Jun 05 04:04:07 PDT 2015,Fri Jun 05 04:35:27 PDT 2015,Netflix  Inc.,2189
39LOEL67OTITE86XRNFUP5PADX138P,A2QVMCGDLTWV9,3RKHNXPHGW9VMJNOPT3WD0TI6QRKUL,Thu Jun 04 14:32:00 PDT 2015,Thu Jun 04 14:32:45 PDT 2015,Thu Jun 04 14:41:51 PDT 2015,Netflix  Inc.,2189
3X66WABAJXV87NCFALRIHI681IM3GH,A2I159VITLD19Y,3G3AJKPCXL5RPQIQE2D594AZ5T5Y42,Fri Jun 05 03:37:32 PDT 2015,Fri Jun 05 03:37:46 PDT 2015,Fri Jun 05 04:35:57 PDT 2015,Netflix  Inc.,2189
3QECW5O0KIEFQ7LP84EIVYJH58NT58,A2I159VITLD19Y,36JW4WBR06XF1BPQOJ50E8CN4N1FH8,Fri Jun 05 04:31:47 PDT 2015,Fri Jun 05 04:31:56 PDT 2015,Fri Jun 05 04:37:40 PDT 2015,Netcom3 Global,40
3OWEPKL08APWIYUOZ173KJRL7WW7N0,A3N6Z886JPK4BG,3R15W654VD6EEWYPTKVSIZ98S6ILQE,Fri Jun 05 04:35:20 PDT 2015,Fri Jun 05 04:35:45 PDT 2015,2015-06-05 12:37:38 UTC,NetApp  Inc.,12490
3NJM2BJS4XJ2X01X6XS64UOU8LLCPP,A3JGACCS9G5MGA,3H1C3QRA01WWEPEE7G7TLZU7FTPECM,Thu Jun 04 16:24:35 PDT 2015,Thu Jun 04 16:25:24 PDT 2015,2015-06-05 00:27:55 UTC,NetApp  Inc.,12490
3LWJHTCVCDZU0OMMXCXWC5Z7AVZFQW,A2I159VITLD19Y,3FJ2RVH25ZJ2LBVV2C21H8KAC6O29L,Fri Jun 05 03:37:19 PDT 2015,Fri Jun 05 03:37:31 PDT 2015,2015-06-05 11:37:37 UTC,NetApp  Inc.,12490
3OF2M9AATH1EU2FRLJ76JB3GNU0KZW,A1XOXGWBAN6HEJ,356TQKY9XFA9T79R3WDID3673GS87I,Fri Jun 05 03:03:34 PDT 2015,Fri Jun 05 03:39:41 PDT 2015,Fri Jun 05 04:37:38 PDT 2015,NetApp  Inc.,12490
3IXQG4FA2UBYV8TKB80E7KIXLW4B9N,A29CE8ETC87GV6,3VIVIU06FKPL3GSRGORY9AXB10ZIMG,Thu Jun 04 16:56:09 PDT 2015,Thu Jun 04 16:56:32 PDT 2015,2015-06-05 00:57:49 UTC,NeoPhotonics Corporation,2541
3L2IS5HSFBVYG96KC90EUB55F7SUNO,A2I159VITLD19Y,3ZLW647WAL8G696FL31RQVHOCEF326,Fri Jun 05 04:01:00 PDT 2015,Fri Jun 05 04:01:13 PDT 2015,Fri Jun 05 04:35:27 PDT 2015,NeoPhotonics Corporation,2541
3OXV7EAXLF36AUN9Y8IW5RTJ74K36G,A2I159VITLD19Y,3S37Y8CWI8DN0LNQZ1VHO7PJUL54W9,Fri Jun 05 04:09:00 PDT 2015,Fri Jun 05 04:09:11 PDT 2015,Fri Jun 05 04:36:11 PDT 2015,Nektar Therapeutics,438
3AAPLD8UCDUR605K96FRKVM7AHFHTE,A3N6Z886JPK4BG,3XDSWAMB225LBS4JG72TFGJLYX5CQQ,Fri Jun 05 04:46:37 PDT 2015,Fri Jun 05 05:04:55 PDT 2015,2015-06-05 13:07:42 UTC,NCR Corporation,30200
3CN4LGXD5Y1TBAGJ45I7YN5IKE84Y1,A2I159VITLD19Y,3RWSQDNYL9ZVNFYKTTH0BN0AO8OFFA,Fri Jun 05 03:58:31 PDT 2015,Fri Jun 05 03:58:59 PDT 2015,Fri Jun 05 04:36:10 PDT 2015,Natus Medical,948
3TR2532VIQ7HV8PY1TAJLYA8304J64,AEK2SAEL9GG39,3H4IKZHALBVJZZOIP5JQRXISSP3NN1,Thu Jun 04 16:41:14 PDT 2015,Thu Jun 04 16:41:43 PDT 2015,2015-06-05 00:42:48 UTC,National Semiconductor,5800
3IKZ72A5B5T9XR9UHK5F8B425JCNFF,A29CE8ETC87GV6,3AC6MFV69KVL6SGQPVZ7H0S5GR2HZ3,Thu Jun 04 16:55:42 PDT 2015,Thu Jun 04 16:56:08 PDT 2015,2015-06-05 00:57:49 UTC,National Instruments Corporation,7084
3WEV0KO0ON59FKN3YARBJ5BNG50DS2,A1WX1XX58WCVTS,3BPP3MA3TCXPHT8KKT0SOIKU923EL2,Thu Jun 04 15:27:26 PDT 2015,Thu Jun 04 15:28:46 PDT 2015,2015-06-04 23:33:01 UTC,Nanometrics Inc,525
37M28K1J0RQIIA11R6RV13CUZKVAJO,A2I159VITLD19Y,3HXK2V1N4KSH0LI3GI8B9P6XGJJ2GC,Fri Jun 05 04:10:56 PDT 2015,Fri Jun 05 04:11:05 PDT 2015,Fri Jun 05 04:36:00 PDT 2015,Nanometrics Inc,525
3U8YCDAGXQT33K7WUUEB9YC34S9Q00,AYALPYEQ512PP,31J7RYECZL3QXSE8855DHY10KTYL1P,Thu Jun 04 16:30:07 PDT 2015,Thu Jun 04 16:38:47 PDT 2015,2015-06-05 00:42:47 UTC,Myriad,1649
3BV8HQ2ZZXE6UFMU7NX6SZ7PDEEA6L,A2I159VITLD19Y,363A7XIFV4ZPNL32IS0CF8S5FMZVA1,Fri Jun 05 04:47:37 PDT 2015,Fri Jun 05 04:49:51 PDT 2015,2015-06-05 12:52:40 UTC,Mutual Mobile,269
3IOEN3P9S8WA0R9UB44DHYEM9K861T,A2I159VITLD19Y,33CLA8O0MIOSQ53TKOHUSCETRWYRFG,Fri Jun 05 04:32:35 PDT 2015,Fri Jun 05 04:32:46 PDT 2015,Fri Jun 05 04:37:35 PDT 2015,Multicoreware,200
3CPLWGV3MPC0WHIHEY5NYFIR2LHN9N,A29CE8ETC87GV6,3IYI9285WSD4P506LHIKIF7ZK1LJCC,Thu Jun 04 16:55:14 PDT 2015,Thu Jun 04 16:55:38 PDT 2015,2015-06-05 00:57:49 UTC,MRV Communications  Inc.,445
3EKVH9QMEZHGAL654VC5SNYJIC82DX,A3N6Z886JPK4BG,3H6W48L9F429PE99XLN5R50ELH1PWL,Fri Jun 05 04:24:04 PDT 2015,Fri Jun 05 04:24:59 PDT 2015,Fri Jun 05 04:35:59 PDT 2015,Motorola Solutions Inc,15000
3JAOYWH7VJHA8HFW2LP8LNE2XQE9L4,A29CE8ETC87GV6,3D0LPO3EABCVTJS8XMSEN2G4MJCYOH,Thu Jun 04 15:31:55 PDT 2015,Thu Jun 04 15:37:46 PDT 2015,,Motorola Solutions Inc,15000
3SBEHTYCWOGNJHFYPUKBSOF1PV9IYS,A29CE8ETC87GV6,37J05LC5AXWEUX6KLDDV2LPH51XJDC,Thu Jun 04 16:54:50 PDT 2015,Thu Jun 04 16:55:13 PDT 2015,2015-06-05 00:57:48 UTC,MoSys  Inc.,116
3UWN2HHPUZII1WEGN45EFANHU96SN3,A29CE8ETC87GV6,32W3UF2EZOYEMNHLIAVGCDIG24VC4E,Thu Jun 04 16:53:47 PDT 2015,Thu Jun 04 16:54:23 PDT 2015,2015-06-05 00:57:48 UTC,Monolithic Power Systems  Inc.,1178
31UV0MXWNRPPHT5EESFEHRH8UR65I2,A2I159VITLD19Y,3FO95NVK5CD1UA8FQ8HTZBX8GMTSR1,Fri Jun 05 04:01:37 PDT 2015,Fri Jun 05 04:01:51 PDT 2015,Fri Jun 05 04:35:56 PDT 2015,Monolithic Power Systems  Inc.,1178
3FDJT1UU75LGNOV2EV0QU7WLMUS5K8,A2F6ZON8X5EAGL,3A520CCNWND8LAHGN2B2F44JFQ4EAK,Thu Jun 04 16:08:24 PDT 2015,Thu Jun 04 16:11:56 PDT 2015,2015-06-05 00:12:48 UTC,Modular Mining Systems,500
3CCZ6YKWR8WW6SCBAY914YI5B0G95I,AEK2SAEL9GG39,31YWE12TE0PZ88AZB4PAT2N0UO87XU,Thu Jun 04 16:21:46 PDT 2015,Thu Jun 04 16:22:17 PDT 2015,2015-06-05 00:22:49 UTC,Model N  Inc.,589
31QNSG6A5S6BFR7KTZIK2M1QI0V879,A29CE8ETC87GV6,3E6L1VR4XWZZ4M59S0EWHHNXV8T6F4,Thu Jun 04 16:54:24 PDT 2015,Thu Jun 04 16:54:49 PDT 2015,2015-06-05 00:57:48 UTC,Model N  Inc.,589
37UEWGM5HUL3MA7E3S7BST5I56I1RG,AEK2SAEL9GG39,3HY86PZXPYVCRM4GRJI943BGBWYE1W,Thu Jun 04 16:18:45 PDT 2015,Thu Jun 04 16:19:30 PDT 2015,2015-06-05 00:22:49 UTC,Mixamo,20
3IFS6Q0HJJWQNV3PQOSMA2R08A9SIK,A1WX1XX58WCVTS,3VDVA3ILIDSAB007XE8X46WSOCCG1E,Thu Jun 04 15:54:35 PDT 2015,Thu Jun 04 15:56:12 PDT 2015,2015-06-04 23:57:45 UTC,Mistras Group Inc,5300
3NKQQ8O39ZIPUXF7NFMBY6TB13QUD6,A1XOXGWBAN6HEJ,3LCXHSGDLTJCL63A42XT04YP1X3SEO,Fri Jun 05 03:53:52 PDT 2015,Fri Jun 05 04:42:38 PDT 2015,2015-06-05 12:47:37 UTC,Mistras Group Inc,5300
3PDJHANYK6TL42U8DT7Y9LUTQ80H6X,A29CE8ETC87GV6,3SSN80MU8C1N3NHJUYEJX7SM088KXD,Thu Jun 04 16:53:25 PDT 2015,Thu Jun 04 16:53:46 PDT 2015,2015-06-05 00:57:48 UTC,MicroStrategy Inc.,2232
326O153BMJB851ILXF76UO78FFWED9,A3N6Z886JPK4BG,3909MD9T2ZU3H1YOYIXUT5FAC79FES,Fri Jun 05 03:50:55 PDT 2015,Fri Jun 05 03:51:32 PDT 2015,Fri Jun 05 04:37:41 PDT 2015,Microsoft,128076
3N1FSUEFL6DQDZLS89VTL2VH2P1D4Z,A2BA9Y6VGW6WS1,32XN26MTXZWQQ3TQCM1D3TIQF1SL0M,Thu Jun 04 16:30:15 PDT 2015,Thu Jun 04 16:30:50 PDT 2015,2015-06-05 00:32:48 UTC,Microsoft,128076
3YT88D1N09BD998Y0CCXFAY18YZ3KE,AYDDIDXTRHXZ5,336OE47KI2XMUY65JXW4XXPW749VWH,Thu Jun 04 15:42:40 PDT 2015,Thu Jun 04 15:43:10 PDT 2015,2015-06-04 23:47:52 UTC,Microsoft,128076
3NAPMVF0ZXS0TC5VDI9JSVONW0Z721,A2F6ZON8X5EAGL,3NCN4N1H1GUHYQZLMFEH02IYB0QBN1,Thu Jun 04 15:33:59 PDT 2015,Thu Jun 04 15:34:55 PDT 2015,2015-06-04 23:38:01 UTC,Microsoft,128076
379J5II41PTR3D6DAW5UD1FDONRLEN,A3RUUTINBKU8YE,36MUZ9VAE6F6JHKS7C2455CP0T0DEK,Thu Jun 04 14:47:39 PDT 2015,Thu Jun 04 14:51:28 PDT 2015,Thu Jun 04 15:05:39 PDT 2015,Microsoft,128076
3ZAZR5XV02VWB433T6Q8VSQ8IKTCZB,AEK2SAEL9GG39,3FI30CQHVKW9R5TTNYS0YRWCGA16BM,Thu Jun 04 16:44:59 PDT 2015,Thu Jun 04 16:47:01 PDT 2015,2015-06-05 00:47:47 UTC,Microsoft,128076
3HPZF4IVNN6W6ETYXKOPHLH6CPHCYA,A2QVMCGDLTWV9,33NOQL7T9OCSDHFXMR514NZ6D8D8ZG,Thu Jun 04 14:25:06 PDT 2015,Thu Jun 04 14:26:03 PDT 2015,Thu Jun 04 14:41:48 PDT 2015,Microsoft,128076
33LKR6A5KFXG2PK67HC6S860TRD1TR,A3CC9BWPLAR31J,3INZSNUD803POLTBZ1MIDRBE9WKD9A,Thu Jun 04 15:43:46 PDT 2015,Thu Jun 04 15:44:18 PDT 2015,2015-06-04 23:47:53 UTC,Microsoft,128076
333U7HK6IASGGH4DBGIXR4K0KNRDJS,A3JENDY17M92H7,32XN26MTXZWQQ3TQCM1D3TIQF2LL0H,Fri Jun 05 03:42:36 PDT 2015,Fri Jun 05 03:43:33 PDT 2015,Fri Jun 05 04:37:34 PDT 2015,Microsoft,128076
36W0OB37HXRNSCEJFY496JNOVD1HZU,A3ING4TOV9KP8G,30P8I9JKOIYSHFRLNW9V7XCJN8Z5V6,Fri Jun 05 04:48:40 PDT 2015,Fri Jun 05 04:49:28 PDT 2015,2015-06-05 12:52:40 UTC,Microsoft,128076
34HJIJKLP69C7GLEZUVNRO1O2X9V4M,AO67HSBHKPIHX,3PR3LXCWSFC3MRYSQ1NU7YE6PFOX9Q,Fri Jun 05 04:47:36 PDT 2015,Fri Jun 05 04:49:13 PDT 2015,2015-06-05 12:52:40 UTC,Microsoft,128076
3I02618YA1JYJUIXSOD6Y0A0FMRUPI,A1XOXGWBAN6HEJ,3X52SWXE0XIQVP05SG1Z7517MYMCWU,Fri Jun 05 03:03:17 PDT 2015,Fri Jun 05 03:17:54 PDT 2015,2015-06-05 11:22:37 UTC,Microsoft,128076
337RC3OW06F85OSZ5MU4D53ZOJ0LV1,ANFWGSQ8BQRZ,30Y6N4AHYP9VSLPXTIM44CB8FJIRD5,Fri Jun 05 03:57:15 PDT 2015,Fri Jun 05 03:58:32 PDT 2015,Fri Jun 05 04:37:31 PDT 2015,Microsemi Corporation,3400
3QRYMNZ7FZUJGWRVC4A4PFJ3WTLNTQ,A3N6Z886JPK4BG,37YYO3NWHD3HHRU0BP1YVBU4UI4CCL,Fri Jun 05 04:07:32 PDT 2015,Fri Jun 05 04:09:25 PDT 2015,Fri Jun 05 04:37:40 PDT 2015,Micron Technology  Inc.,30400
3CN4LGXD5Y1TBAGJ45I7YN5IKD7Y4S,AEK2SAEL9GG39,3UUSLRKAULGLA25IK4OYZVK8E6WD7Y,Thu Jun 04 16:54:05 PDT 2015,Thu Jun 04 16:54:53 PDT 2015,2015-06-05 00:57:48 UTC,Micron Technology  Inc.,30400
3MD9PLUKKJRF280UIWZMB3KKHNZZN6,A2QVMCGDLTWV9,3Z3R5YC0P3056KGLODMPSRFBFG3TF1,Thu Jun 04 14:42:45 PDT 2015,Thu Jun 04 14:43:29 PDT 2015,Thu Jun 04 15:05:42 PDT 2015,Micron Technology  Inc.,30400
3AAJC4I4FH5JJI993Y7UIW33841JZV,A29CE8ETC87GV6,385MDVINFCSD336B28ILU9E2CH3JWL,Thu Jun 04 16:50:50 PDT 2015,Thu Jun 04 16:51:14 PDT 2015,2015-06-05 00:52:47 UTC,Micron Technology  Inc.,30400
33CID571056OTFQGLCOYUABGXY13LE,ANFWGSQ8BQRZ,3UY4PIS8QRYGLSHTKILSUQ5PPOZ1N8,Thu Jun 04 14:28:55 PDT 2015,Thu Jun 04 14:32:15 PDT 2015,Thu Jun 04 14:41:51 PDT 2015,Micron Technology  Inc.,30400
3D3VGR7TA1SZWDLTQWLUGMKF3RZR33,A3N6Z886JPK4BG,309D674SHZYY7M2UXP53KROMCX4CBE,Fri Jun 05 04:36:33 PDT 2015,Fri Jun 05 04:37:48 PDT 2015,2015-06-05 12:42:37 UTC,Microchip Technology Inc.,9449
3NS0A6KXC5L9SGJ8VSMRLJBNGCKGZO,A29CE8ETC87GV6,3TY2U1TEB7NRXJ6CV9Z65JKUALUJJQ,Thu Jun 04 16:50:04 PDT 2015,Thu Jun 04 16:50:49 PDT 2015,2015-06-05 00:52:46 UTC,Micrel Inc.,707
3GFK2QRXXAU7IOPJ39JTIIQG9245W9,A2I159VITLD19Y,304QEQWKZPXYWOWNPEH5VAMKA7R0OE,Fri Jun 05 04:07:24 PDT 2015,Fri Jun 05 04:07:40 PDT 2015,Fri Jun 05 04:37:30 PDT 2015,Micrel Inc.,707
3ZAK8W07I5RVVDEDB3YGJZ9S7DFU09,AEK2SAEL9GG39,35YHTYFL1GGKJCKAT8M4T93WC1JFV3,Thu Jun 04 16:17:40 PDT 2015,Thu Jun 04 16:18:45 PDT 2015,2015-06-05 00:22:48 UTC,MetricStream,1000
37ZHEEHM6XZPEU1EHINOB5TF2F673L,A2I159VITLD19Y,3L7SUC0TTU7AWLBBCY2S36XFF7AM0J,Fri Jun 05 04:45:00 PDT 2015,Fri Jun 05 04:45:48 PDT 2015,2015-06-05 12:47:39 UTC,Mesh Systems,10
3NVC2EB65RC8TEXF4RDOOIDC6DB3YC,AEK2SAEL9GG39,3TKXBROM5TNV28M6DRE6TI5UX65JIE,Thu Jun 04 16:41:44 PDT 2015,Thu Jun 04 16:44:58 PDT 2015,2015-06-05 00:47:46 UTC,Meru Networks  Inc,381
3DR23U6WE6RFMQEIJ57LZSPUI0ITE3,A3CC9BWPLAR31J,3ATYLI1PRTF5YUX9BMRBDF1G9F4JO9,Thu Jun 04 16:11:41 PDT 2015,Thu Jun 04 16:12:49 PDT 2015,2015-06-05 00:17:46 UTC,Meru Networks  Inc,381
3CPLWGV3MPC0WHIHEY5NYFIR2MLN9T,A2I159VITLD19Y,3AC6MFV69KVL6SGQPVZ7H0S5GSUZHF,Fri Jun 05 04:47:39 PDT 2015,Fri Jun 05 04:50:26 PDT 2015,2015-06-05 12:52:41 UTC,MentorMate,157
3OE22WJIGJ1JJ6JCS1SVY50AKIEQU6,A2I159VITLD19Y,3EAWOID6MTATM85KQQ3JQ2GS60NV0A,Fri Jun 05 03:50:07 PDT 2015,Fri Jun 05 03:50:19 PDT 2015,2015-06-05 11:52:37 UTC,Medivation,485
3SNVL38CI551M94HT5NY8D2VECJKC2,A2I159VITLD19Y,38XPGNCKHTDALWNL9RQL2565NC3V4Q,Fri Jun 05 04:44:11 PDT 2015,Fri Jun 05 04:44:20 PDT 2015,2015-06-05 12:47:38 UTC,Mediafly,30
3FE2ERCCZYL36PY0W21XZUIBXZ4POZ,A29CE8ETC87GV6,341H3G5YF0RAVSAURNSMB8TOUA0Z0J,Thu Jun 04 16:49:37 PDT 2015,Thu Jun 04 16:50:03 PDT 2015,2015-06-05 00:52:46 UTC,MedAssets  Inc.,3350
3HSYG7LRBKBJ57G5LI4WWWF3JKLKK6,A2F6ZON8X5EAGL,3U74KRR67MYHUCT2M1520WOKH7PTN8,Thu Jun 04 15:34:56 PDT 2015,Thu Jun 04 15:36:01 PDT 2015,2015-06-04 23:38:02 UTC,Maxwell Technologies,407
354P56DE9LGTYBMT7XOPJD1RUU1S7S,A29CE8ETC87GV6,3CZH926SICRTJL1ZE11B21IJNG8E49,Thu Jun 04 16:49:08 PDT 2015,Thu Jun 04 16:49:36 PDT 2015,2015-06-05 00:52:46 UTC,MaxLinear  Inc.,378
