AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,Company,Revenue
3IJXV6UZ1YWEMG3CBZSHKSM4KJ6RIV,A2KNE9E89YLQ3A,3XJOUITW8U42X96U2TXJ4QJOL9WTQU,Fri May 08 20:20:05 PDT 2015,Fri May 08 20:20:14 PDT 2015,2015-05-09 04:22:38 UTC,NetApp,6325
3GGAI1SQEWBWCX4KEH0ENQUZ1RMCMP,AYALPYEQ512PP,3KVQ0UJWPXY5W4RQD6ERTZVWT7RW5A,Fri May 08 19:16:53 PDT 2015,Fri May 08 19:17:39 PDT 2015,2015-05-09 03:22:36 UTC,NetApp,6325
3XXU1SWE8N8BG40F5YHPJYXYYL3A0D,A3VMQ4E8D1544Y,31HLTCK4BL8QXCG54SSMBU37C74GV3,Fri May 08 20:55:59 PDT 2015,Fri May 08 20:57:21 PDT 2015,2015-05-09 04:57:37 UTC,NetApp,6325
3X3OR7WPZ0DAUCWMXTJULRJRBVC8LE,A5C761Y9MWNCA,3CVDZS288HD1TPQ1FGLD6DKIKZSMFT,Fri May 08 19:59:16 PDT 2015,Fri May 08 19:59:41 PDT 2015,2015-05-09 04:02:37 UTC,NetApp,6325
3R6P78PK7LOD64A9P0X9ZVA6TRCGT6,A3STVJG6VL4D44,3BPP3MA3TCXPHT8KKT0SOIKT8TMLE7,Fri May 08 20:36:29 PDT 2015,Fri May 08 20:36:43 PDT 2015,2015-05-09 04:37:39 UTC,NetApp,6325
3RRCEFRB7NPXY2N8UD4NQC7HXF24BG,AYDDIDXTRHXZ5,3DQYSJDTYLOKHNP9YC3GZCFGF2XEXN,Fri May 08 19:39:17 PDT 2015,Fri May 08 19:40:16 PDT 2015,2015-05-09 03:42:37 UTC,NetApp,6325
30MVJZJNHNQ4DRRWZ0DV581ARCO9J1,A30M7MYW1BHQN1,33N1S8XHHMYA2HVCN6WMPDCXYTQZ1L,Fri May 08 19:12:04 PDT 2015,Fri May 08 19:42:04 PDT 2015,2015-05-09 03:42:37 UTC,NetApp,6325
3M68NM076IKYTW8B9YJSNPWZBSD6RI,A3STVJG6VL4D44,3EKTG13IZUGNTH0X1ROB1QP2HVDLMW,Fri May 08 20:35:45 PDT 2015,Fri May 08 20:40:19 PDT 2015,2015-05-09 04:42:37 UTC,Netflix,5500
39GXDJN2OURDQH8GBXL080HT2TFV8L,AR5VZOF01EJA9,3E22YV8GG1JJ2K0V5KWIVMNMRVONPW,Fri May 08 20:15:35 PDT 2015,Fri May 08 20:16:21 PDT 2015,2015-05-09 04:17:39 UTC,Netflix,5500
3J2UYBXQQMPAT2OCFL0D3TVC22A60G,A308QJ3EJ8HIPD,3HO4MYYR121ON42ZNP9V3HOZ4MS6U2,Fri May 08 18:59:24 PDT 2015,Fri May 08 19:00:09 PDT 2015,Fri May 08 19:05:11 PDT 2015,Netflix,5500
3B4YI393VA9FH96LV0M0E4XNFJSSSD,A2KNE9E89YLQ3A,3U74KRR67MYHUCT2M1520WOJGY9TN7,Fri May 08 20:21:25 PDT 2015,Fri May 08 20:21:37 PDT 2015,2015-05-09 04:22:39 UTC,Netflix,5500
3X87C8JFV7O34TR83WXVJ4IMXV5SQM,AYALPYEQ512PP,3Q2T3FD0ONL6DDA8VLKB54VLH9NM3K,Fri May 08 19:17:45 PDT 2015,Fri May 08 19:19:03 PDT 2015,2015-05-09 03:22:36 UTC,Netflix,5500
33FOTY3KENYZG8IVLVHG3Y6W3GS1C7,A3VMQ4E8D1544Y,3E9ZFLPWOY5WXSRVUVT7KRD87V3IXZ,Fri May 08 19:29:11 PDT 2015,Fri May 08 19:29:48 PDT 2015,2015-05-09 03:32:37 UTC,Netflix,5500
3I3WADAZ9RHZDFGHCNSJ1ODU4AE5OO,A1T71UAY8IRUJ6,3C8QQOM6JPE1XYA6GCQJ9XIL0MTILD,Fri May 08 19:05:46 PDT 2015,Fri May 08 19:06:04 PDT 2015,2015-05-09 03:07:37 UTC,Netflix,5500
30JNVC0ORAXEEKDSS2LWFQBKOKNHQP,AYDDIDXTRHXZ5,3O0M2G5VC6FCOPAI6QLPANH7VAC49O,Fri May 08 18:48:32 PDT 2015,Fri May 08 18:50:05 PDT 2015,Fri May 08 19:05:14 PDT 2015,Netflix,5500
3FPRZHYEPZKRPK2AZGQ4HJ9IM7N3V1,A5C761Y9MWNCA,34R3P23QHSEHCXBLE8F0IWYMYGIWHR,Fri May 08 20:03:17 PDT 2015,Fri May 08 20:04:19 PDT 2015,2015-05-09 04:07:38 UTC,Netflix,5500
3WEV0KO0ON59FKN3YARBJ5BNEGIDS4,A2KNE9E89YLQ3A,30F94FBDNRXFT345JB0T91OPZ9WBT1,Fri May 08 20:26:35 PDT 2015,Fri May 08 20:26:44 PDT 2015,2015-05-09 04:27:42 UTC,Netgear,1370
3S06PH7KSSH9L0O9LRCRN4OEOG51D8,AYDDIDXTRHXZ5,3CIS7GGG65WS0JVET7STF5GCLKGEUV,Fri May 08 20:02:21 PDT 2015,Fri May 08 20:03:05 PDT 2015,2015-05-09 04:07:37 UTC,Netgear,1370
32SVAV9L3GM7XWZCOLZ8LWV51XMA37,A5C761Y9MWNCA,3PZDSVZ3J5UXDREC704USOCR0ZT4NN,Fri May 08 20:17:24 PDT 2015,Fri May 08 20:17:55 PDT 2015,2015-05-09 04:22:38 UTC,Netgear,1370
3FTF2T8WLSVQJBRV6ZWAUYVIT8VW9H,A1XPLNE3RSG6,3X0EMNLXEP2WAP947BI953HZDYQVPL,Fri May 08 18:38:03 PDT 2015,Fri May 08 18:38:53 PDT 2015,Fri May 08 19:05:38 PDT 2015,NetSuite,414.5
3180JW2OT5PLC4PKWA0ETSW85G7J5M,A2KNE9E89YLQ3A,37SOB9Z0SSAM7VSNV9JW5RGWH4WL3G,Fri May 08 20:32:49 PDT 2015,Fri May 08 20:32:59 PDT 2015,2015-05-09 04:37:36 UTC,NetSuite,414.5
3Q5C1WP23NEEHN9G6LU8PS0MBZ8151,A3STVJG6VL4D44,3B9J25CZ25QXO8JW8BRYAGYLFBHCSJ,Fri May 08 20:35:16 PDT 2015,Fri May 08 20:41:03 PDT 2015,2015-05-09 04:42:37 UTC,Nvidia,4130
3EJPLAJKENT7VNU2JFD59SYYK9UZ62,AR5VZOF01EJA9,36GJS3V78V3H6HGBN3E386SDHKXJGL,Fri May 08 20:16:22 PDT 2015,Fri May 08 20:17:06 PDT 2015,2015-05-09 04:17:39 UTC,Nvidia,4130
3S06PH7KSSH9L0O9LRCRN4OEOG31D6,A1T71UAY8IRUJ6,3Z8UJEJOCZQR6TRE6CG60IP1HAG938,Fri May 08 19:06:05 PDT 2015,Fri May 08 19:06:35 PDT 2015,2015-05-09 03:07:37 UTC,Nvidia,4130
3VAR3R6G1QEI0XZJALZMD8NL60HO8B,A5C761Y9MWNCA,38EHZ67RIM577PMWQ0RVOYKULESMGS,Fri May 08 20:04:50 PDT 2015,Fri May 08 20:05:10 PDT 2015,2015-05-09 04:07:38 UTC,Nvidia,4130
3NS0A6KXC5L9SGJ8VSMRLJBNENUZG1,AYDDIDXTRHXZ5,3E24UO25QZ3TAZI2R3XM4BWAM03O66,Fri May 08 18:47:38 PDT 2015,Fri May 08 18:48:31 PDT 2015,Fri May 08 19:05:10 PDT 2015,Nvidia,4130
3X0H8UUIT218OQNUF5W1BT08LWMSWQ,AYALPYEQ512PP,3APP19WN71R5IM143KKEZ2N8VECG6B,Fri May 08 19:19:07 PDT 2015,Fri May 08 19:20:05 PDT 2015,2015-05-09 03:22:37 UTC,Nvidia,4130
3IHR8NYAM8EZ2WOIDIMOLWC6EJHP4M,A2KNE9E89YLQ3A,3EKTG13IZUGNTH0X1ROB1QP2HVEMLY,Fri May 08 20:21:37 PDT 2015,Fri May 08 20:21:45 PDT 2015,2015-05-09 04:22:39 UTC,Nvidia,4130
3WI0P0II625XE5NQJLR6TV6RSEVRDQ,A32TH0JUPRQLD0,3CMV9YRYP3EXS9UCYUBJLYXLD1ILJS,Fri May 08 18:46:37 PDT 2015,Fri May 08 18:48:56 PDT 2015,Fri May 08 19:05:10 PDT 2015,Nvidia,4130
3QEMNNSB2YCNWM3BA7T0OEFRR227D8,ANFWGSQ8BQRZ,3CMV9YRYP3EXS9UCYUBJLYXLD1JJLR,Fri May 08 18:49:04 PDT 2015,Fri May 08 18:53:43 PDT 2015,Fri May 08 19:05:10 PDT 2015,Nvidia,4130
35GCEFQ6I618Y47K0DF72PMEAITZ3X,A2KNE9E89YLQ3A,3HXK2V1N4KSH0LI3GI8B9P6WF9AG2U,Fri May 08 20:31:57 PDT 2015,Fri May 08 20:32:03 PDT 2015,2015-05-09 04:32:40 UTC,Oclaro,586
3UNH76FOCTI9F05PA9I3KHMI4F3MY6,A1XPLNE3RSG6,3R16PJFTS34W5LT9ANCE0WVN64O4KI,Fri May 08 18:45:21 PDT 2015,Fri May 08 18:46:31 PDT 2015,Fri May 08 19:05:16 PDT 2015,Oclaro,586
3QHK8ZVMINVTWAUT0534CT9SJ1XLBQ,AYDDIDXTRHXZ5,3LG268AV38J0KR3XPDXOAUTSELBRE3,Fri May 08 20:01:15 PDT 2015,Fri May 08 20:02:21 PDT 2015,2015-05-09 04:02:38 UTC,Oclaro,586
3NPI0JQDAPIJJH38SJNWT4OYUIZTPN,A2R3YFUNAT892R,3HEADTGN2P5HM2PJK3MYAYHEEGEVRD,Fri May 08 20:35:05 PDT 2015,Fri May 08 20:35:25 PDT 2015,2015-05-09 04:37:39 UTC,oDesk,360
3WQ3B2KGE9TG63QP7VLLSE0ELVTB1B,A2KNE9E89YLQ3A,3XU80RHWHZTBRJ46PVPYTF6R9IY44S,Fri May 08 20:33:23 PDT 2015,Fri May 08 20:33:32 PDT 2015,2015-05-09 04:37:37 UTC,Omnicell,381
3L4PIM1GQUT0CGIHFHEK6GGSA24RY1,A2KNE9E89YLQ3A,301KG0KX9CYV0HDE0OQTUPIXU9OH2V,Fri May 08 20:26:07 PDT 2015,Fri May 08 20:26:16 PDT 2015,2015-05-09 04:27:41 UTC,Omnivision Technologies,1459
3ZSANO2JCGK6D41ZPGM175E8QTWFSF,A3VMQ4E8D1544Y,3FHTJGYT8NDDSSJ9IGJN52EPQJ3GPI,Fri May 08 19:30:32 PDT 2015,Fri May 08 19:30:56 PDT 2015,2015-05-09 03:32:37 UTC,Oracle,38270
3CCZ6YKWR8WW6SCBAY914YI59BT59B,AYALPYEQ512PP,3909MD9T2ZU3H1YOYIXUT5F9BX1EFW,Fri May 08 19:20:09 PDT 2015,Fri May 08 19:21:10 PDT 2015,2015-05-09 03:22:37 UTC,Oracle,38270
3WRFBPLXRB1EHFT1XP4D72F504KN33,A2K3TPEKUWQX6P,3J06WJ78HNX9F960TNR8BV6HZMRVV6,Fri May 08 19:44:06 PDT 2015,Fri May 08 19:45:05 PDT 2015,2015-05-09 03:47:37 UTC,Oracle,38270
33C7UALJVMBX45SI4J1B1CADDP5816,A308QJ3EJ8HIPD,3X52SWXE0XIQVP05SG1Z7516LODCWY,Fri May 08 19:00:10 PDT 2015,Fri May 08 19:01:12 PDT 2015,Fri May 08 19:05:39 PDT 2015,Oracle,38270
3QRYMNZ7FZUJGWRVC4A4PFJ3U3YTNR,A3STVJG6VL4D44,35NNO802AV9RLYDRSP6YMPMA5HTINF,Fri May 08 20:33:09 PDT 2015,Fri May 08 20:33:20 PDT 2015,2015-05-09 04:37:37 UTC,Oracle,38270
31UV0MXWNRPPHT5EESFEHRH8S1HI58,A5C761Y9MWNCA,3L55D8AUFAAUKUV57HJNS2MMWWDCYX,Fri May 08 19:50:40 PDT 2015,Fri May 08 19:51:25 PDT 2015,2015-05-09 03:52:37 UTC,Oracle,38270
3LWJHTCVCDZU0OMMXCXWC5Z785AFQP,AYDDIDXTRHXZ5,3DFYDSXB2WD0BZH6783KCLT4QSCJUL,Fri May 08 18:54:11 PDT 2015,Fri May 08 18:58:04 PDT 2015,Fri May 08 19:05:10 PDT 2015,Oracle,38270
3RKNTXVS3NBSFSIGOZ4RV1NBFXFA4P,AZAOUXFLQ5S3Z,3VQTAXTYN3YUTGJUJGQ3EXARIN3BUS,Fri May 08 18:38:43 PDT 2015,Fri May 08 18:39:18 PDT 2015,Fri May 08 19:05:19 PDT 2015,Oracle,38270
3II4UPYCOKKX248Q6626O5WMWSWDQE,A2PQQC3LO31PRT,3D5G8J4N5AHU2H2BOSRTADIW21BTVO,Fri May 08 20:03:26 PDT 2015,Fri May 08 20:04:16 PDT 2015,2015-05-09 04:07:38 UTC,Oracle,38270
3LRLIPTPERMDTU7J9RR72IC7CJ8KAS,A2KNE9E89YLQ3A,33W1NHWFYHYBB17LPPGWVJVSQCHTZO,Fri May 08 20:12:23 PDT 2015,Fri May 08 20:12:34 PDT 2015,2015-05-09 04:12:40 UTC,Oracle,38270
3570Y55XZQW9NQ93Z6K87C2L8TSGYT,A1T71UAY8IRUJ6,3D06DR5225W6XY9T40ZLSC9RNJFMAG,Fri May 08 19:06:36 PDT 2015,Fri May 08 19:07:00 PDT 2015,2015-05-09 03:07:37 UTC,Oracle,38270
3O7L7BFSHF2PDCY7PT8HLLNL5UHIEA,AR5VZOF01EJA9,3XEDXEGFX31F6XB8RMPCOT5APS8K0I,Fri May 08 20:17:07 PDT 2015,Fri May 08 20:18:03 PDT 2015,2015-05-09 04:22:38 UTC,Oracle,38270
3DL65MZB8ESY09C7XJCVAIPQSPYCE3,A2R3YFUNAT892R,338GLSUI43O4RK36ZDHZIMJOCO9FSX,Fri May 08 20:36:22 PDT 2015,Fri May 08 20:40:06 PDT 2015,2015-05-09 04:42:37 UTC,Palantir,450
3MTMREQS4WV4OU10Y5AAQT62ZQHWA0,A2KNE9E89YLQ3A,3MD8CKRQZZ08V7PP3E8F7A6KJT8JRH,Fri May 08 20:31:39 PDT 2015,Fri May 08 20:31:56 PDT 2015,2015-05-09 04:32:39 UTC,Palo Alto Networks,483
33OOO72IVIY0PSU4NE1Q94PRVZJCTR,AYDDIDXTRHXZ5,3HA5ODM5KA5TNHPWZSM308MA0IXVS1,Fri May 08 19:47:32 PDT 2015,Fri May 08 19:51:17 PDT 2015,2015-05-09 03:52:37 UTC,Panasonic,73460
35GCEFQ6I618Y47K0DF72PMEAIS3Z0,A3VMQ4E8D1544Y,37AQKJ12TX1FPPYMJXRE9VUB5GVTT8,Fri May 08 19:30:56 PDT 2015,Fri May 08 19:31:44 PDT 2015,2015-05-09 03:32:37 UTC,Pandora,920.8
34S9DKFK742FXIQPMAX3XWBI95DYNI,A308QJ3EJ8HIPD,3YKP7CX6G2SSV57Y68XS45W7AC57BL,Fri May 08 19:01:12 PDT 2015,Fri May 08 19:02:07 PDT 2015,Fri May 08 19:05:39 PDT 2015,Pandora,920.8
30ZX6P7VF98TD76XERYGVLTWL6GJ2L,A2KNE9E89YLQ3A,3ZVPAMTJWNGY45ZOV8NCAXE4R1QRGK,Fri May 08 20:30:01 PDT 2015,Fri May 08 20:30:11 PDT 2015,2015-05-09 04:32:38 UTC,Pandora,920.8
3Q5ZZ9ZEVPSWSNT1563N42NUP5958K,A1XPLNE3RSG6,3QTFNPMJC6VDGO21STUKMKP01UVNZH,Fri May 08 18:27:39 PDT 2015,Fri May 08 18:30:30 PDT 2015,Fri May 08 19:05:16 PDT 2015,Pandora,920.8
3OHYZ19UGDIWJLSY7JJ09ZTGWOIAO2,AYALPYEQ512PP,3BKZLF990ZCYEV5OCZKIC7B30BEQYG,Fri May 08 20:27:21 PDT 2015,Fri May 08 20:27:56 PDT 2015,2015-05-09 04:32:37 UTC,PayPal,7900
34HJIJKLP69C7GLEZUVNRO1O07I4VM,AYDDIDXTRHXZ5,3NQUW096N6L8MXH3CIK6W4JIHW6L9X,Fri May 08 19:51:19 PDT 2015,Fri May 08 19:52:26 PDT 2015,2015-05-09 03:52:37 UTC,Paypal,7900
3KOPY89HM9FIYP2GIRCLEVYORKGJ3W,A2KNE9E89YLQ3A,3RZS0FBRWKN0BG34GUN4FBTASRACP3,Fri May 08 20:31:19 PDT 2015,Fri May 08 20:31:28 PDT 2015,2015-05-09 04:32:39 UTC,PMC - Sierra,508
33PPO7FECWSKL6K7TYXXF3505IGIDH,A5C761Y9MWNCA,3PIOQ99R7YZWUP8RM6VC5SALZCGNUS,Fri May 08 20:17:01 PDT 2015,Fri May 08 20:17:20 PDT 2015,2015-05-09 04:17:39 UTC,Polycom,1368
384PI804XTEFG0M9MY3G4YR4KR8S0P,A2KNE9E89YLQ3A,3DWNFENNE381U1NRS2C2ZHVARFO4JJ,Fri May 08 20:26:44 PDT 2015,Fri May 08 20:26:59 PDT 2015,2015-05-09 04:27:42 UTC,Polycom,1368
3LO69W1SU4QPNR24GRVID40PZEQGL3,A2KNE9E89YLQ3A,34HEO7RUG67XUEML98V2EB31T6DRA8,Fri May 08 20:33:43 PDT 2015,Fri May 08 20:33:51 PDT 2015,2015-05-09 04:37:37 UTC,Power Integrations,347
3OB0CAO74I2NNM4EJC2QSCEMNT4YH9,A1XPLNE3RSG6,3MVY4USGB60O1B5W0LNKLJWGSG1ISR,Fri May 08 18:58:47 PDT 2015,Fri May 08 18:59:12 PDT 2015,Fri May 08 19:05:13 PDT 2015,ProofPoint Inc.,56.2
3U5JL4WY5LM4B5Q9Z9W5F9Y9GIQ4XP,AYDDIDXTRHXZ5,3W5PY7V3UPKHS81BH909F6ZHMGNJYJ,Fri May 08 19:52:27 PDT 2015,Fri May 08 19:55:26 PDT 2015,2015-05-09 03:57:37 UTC,Quanta Computer,6500
3BC8WZX3V49RFF6V1MMQYKNV7FPRRZ,A5C761Y9MWNCA,3D0LPO3EABCVTJS8XMSEN2G3LAWYOG,Fri May 08 20:24:01 PDT 2015,Fri May 08 20:24:26 PDT 2015,2015-05-09 04:27:40 UTC,Quantum,565
31HQ4X3T3TNSDWBVBRPZ2IJSNPKLSS,A2KNE9E89YLQ3A,31SIZS5W59SPHUT2Y4SO4BI6XO0RQG,Fri May 08 20:30:25 PDT 2015,Fri May 08 20:30:31 PDT 2015,2015-05-09 04:32:39 UTC,Quantum,565
3DYGAII7PML6R1BGBFT1OZDBABXQP3,A1XPLNE3RSG6,3UZUVSO3P789NBQ5K517OVZI8YDEM3,Fri May 08 18:56:42 PDT 2015,Fri May 08 18:57:00 PDT 2015,Fri May 08 19:05:18 PDT 2015,RingCentral,237.5
3J4Q2Z4UTZGWBA8HN17WGTL7383QW1,A2KNE9E89YLQ3A,33EEIIWHK7KHA1AJ7OXY5879IUCVQC,Fri May 08 20:27:50 PDT 2015,Fri May 08 20:27:58 PDT 2015,2015-05-09 04:32:37 UTC,Riverbed Technology,1041
3AMW0RGHOEFLO4YOVN1KK5I650CNPF,AYDDIDXTRHXZ5,3126F2F5F8GF8ENICLTZ5ZTDD3OEPZ,Fri May 08 19:55:27 PDT 2015,Fri May 08 19:57:25 PDT 2015,2015-05-09 03:57:37 UTC,Roku,190
3M0NZ3JDP2BBCJUOEW30HMKYOEK5ZT,A2KNE9E89YLQ3A,3S1WOPCJFG6JM3KKH8OF837144IJE4,Fri May 08 20:30:12 PDT 2015,Fri May 08 20:30:18 PDT 2015,2015-05-09 04:32:38 UTC,Rovi,596
3WMOAN2SRCAYTOVKHZAJQX7OROBVN6,A1XPLNE3RSG6,32PT7WK7DMS39J4VISL8ME8R8VUD3S,Fri May 08 18:53:20 PDT 2015,Fri May 08 18:53:41 PDT 2015,Fri May 08 19:05:03 PDT 2015,Ruckus Wireless,82.1
3SITXWYCNWMOW4BIEO6SNN4FQA7BX2,A3VMQ4E8D1544Y,3SU800BH865HXMLJ2YNT9M5Q4N3QUI,Fri May 08 19:31:44 PDT 2015,Fri May 08 19:33:22 PDT 2015,2015-05-09 03:37:37 UTC,Salesforce,4071.003
3P529IW9KZYJ9R6957P0VJ0DYZNLF6,A308QJ3EJ8HIPD,3WRKFXQBOBKLXXH5ZRF935KH91XIY5,Fri May 08 19:02:07 PDT 2015,Fri May 08 19:03:16 PDT 2015,Fri May 08 19:05:38 PDT 2015,Salesforce,4071.003
3SUWZRL0MZQ9KS36NSZSOIXGW3K6E2,A1T71UAY8IRUJ6,3TKXBROM5TNV28M6DRE6TI5TWXPJID,Fri May 08 19:07:00 PDT 2015,Fri May 08 19:07:28 PDT 2015,2015-05-09 03:07:37 UTC,Salesforce,4071.003
382M9COHEISUM3T7JAXV4OBWZP3UET,A2KNE9E89YLQ3A,3SZYX62S5GDQ6PQP5Y6F1JWF0GJ75K,Fri May 08 20:21:46 PDT 2015,Fri May 08 20:21:56 PDT 2015,2015-05-09 04:22:39 UTC,Salesforce,4071.003
3IOEN3P9S8WA0R9UB44DHYEM7UJ16H,A3STVJG6VL4D44,3EN4YVUOUC5SS3B1CDE7WSS8KATJXD,Fri May 08 20:35:17 PDT 2015,Fri May 08 20:41:20 PDT 2015,2015-05-09 04:42:37 UTC,Salesforce,4071.003
3E7TUJ2EGDZRA5R4P4RK2A6XMSRD9R,AYALPYEQ512PP,388CL5C1RJ0113ZMAU8Y9LH609ELHN,Fri May 08 19:21:39 PDT 2015,Fri May 08 19:23:12 PDT 2015,2015-05-09 03:27:36 UTC,Salesforce,4071.003
34J10VATJGBEAFOCYK3HF2CZOX4QIT,A5C761Y9MWNCA,3INZSNUD803POLTBZ1MIDRBD8N59D6,Fri May 08 20:05:19 PDT 2015,Fri May 08 20:06:30 PDT 2015,2015-05-09 04:07:39 UTC,Salesforce,4071.003
3ZDAD0O1T2QOSQ5ZEAXDNHA1WH8XTF,AR5VZOF01EJA9,37ZQELHEQ0BDHH3ID44QEITRMQEMN0,Fri May 08 20:18:03 PDT 2015,Fri May 08 20:19:14 PDT 2015,2015-05-09 04:22:38 UTC,Salesforce,4071.003
3EJPLAJKENT7VNU2JFD59SYYK9RZ6Z,AZAOUXFLQ5S3Z,3H1C3QRA01WWEPEE7G7TLZU6EK9ECL,Fri May 08 18:42:18 PDT 2015,Fri May 08 18:42:41 PDT 2015,Fri May 08 19:05:10 PDT 2015,Sandisk,6630
39PAAFCODNDWO104EVWVZWDGG6WTV4,AYDDIDXTRHXZ5,3AJA9FLWSCBFX60AU1NLEKD13Q7IF8,Fri May 08 18:45:58 PDT 2015,Fri May 08 18:46:50 PDT 2015,Fri May 08 19:05:08 PDT 2015,Sandisk,6630
3T3IWE1XG704JT4NSW2LT9E8ZELTQE,A3STVJG6VL4D44,3P6ENY9P799ZB2RGPRBLH5PEJ5KIH6,Fri May 08 20:35:09 PDT 2015,Fri May 08 20:37:11 PDT 2015,2015-05-09 04:37:40 UTC,Sandisk,6630
3VZLGYJEYMNKE2EYK2MV95BIHDUXZV,A2KNE9E89YLQ3A,356ZPKYPUHUDEJ49CM5TC2LTVFSYPX,Fri May 08 20:20:14 PDT 2015,Fri May 08 20:20:24 PDT 2015,2015-05-09 04:22:38 UTC,Sandisk,6630
36U2A8VAG2CEPC5MPX5N54UEFA8KYZ,A1T71UAY8IRUJ6,32CAVSKPCE2TGI12HJXE8LXIWBBU1R,Fri May 08 18:54:17 PDT 2015,Fri May 08 18:55:06 PDT 2015,Fri May 08 19:05:03 PDT 2015,Sandisk,6630
3ZWFC4W1UVKUCP1MARMWHV9C4RERF4,AR5VZOF01EJA9,3P0I4CQYVYKR4EX8ILAQ25VNA2XOW8,Fri May 08 20:19:15 PDT 2015,Fri May 08 20:20:21 PDT 2015,2015-05-09 04:22:38 UTC,Sandisk,6630
3AUQQEL7U66V8S3DGT8LFLBBJV20V2,AYALPYEQ512PP,335VBRURDJDUGR7BVWX2J9TY8Z69EZ,Fri May 08 19:23:17 PDT 2015,Fri May 08 19:24:16 PDT 2015,2015-05-09 03:27:36 UTC,Sandisk,6630
3VSOLARPKCMTSDP7WFL8P1KLVF493R,A5C761Y9MWNCA,359AP8GAGGXB5AZ4K8TNFP2PSX57CS,Fri May 08 19:59:45 PDT 2015,Fri May 08 20:00:08 PDT 2015,2015-05-09 04:02:37 UTC,Sandisk,6630
3L4D84MIL05XSX9FXC1NIPZYAPWJH1,A3VMQ4E8D1544Y,3HXCEECSQM67SN6FZV3V30N75EZYZI,Fri May 08 19:41:44 PDT 2015,Fri May 08 20:33:38 PDT 2015,2015-05-09 04:37:37 UTC,Sandisk,6630
3AQF3RZ559V1Q632I3JY60IG84Z6FK,A1T71UAY8IRUJ6,3PKJ68EHDN9V6DBM79WLT64EWKAJHK,Fri May 08 19:07:29 PDT 2015,Fri May 08 19:07:54 PDT 2015,2015-05-09 03:12:37 UTC,Sanmina Corporation,6220
3KOPY89HM9FIYP2GIRCLEVYORKF3JF,AYALPYEQ512PP,3SR6AEG6W56L126LT9XO3TJ29OIYHS,Fri May 08 19:24:20 PDT 2015,Fri May 08 19:25:34 PDT 2015,2015-05-09 03:27:36 UTC,Sanmina Corporation,6220
3ZOTGHDK5JO0JHESOJ5RUZNMIUPSOG,AR5VZOF01EJA9,33NKDW9FFXV5KP5V2LXL9OFDUQJCXR,Fri May 08 20:20:21 PDT 2015,Fri May 08 20:21:15 PDT 2015,2015-05-09 04:22:39 UTC,Sanmina Corporation,6220
326O153BMJB851ILXF76UO78DP9ED4,A5C761Y9MWNCA,3IZVJEBJ6AX593W9TC83K93E6476ZR,Fri May 08 20:00:17 PDT 2015,Fri May 08 20:00:49 PDT 2015,2015-05-09 04:02:38 UTC,Sanmina-SCI,5870
3FTYUGLFSVY89IPSMEE3QU1V0WA5DU,A2KNE9E89YLQ3A,389A2A304OVXNZZKZ98E0AS2KJZC0X,Fri May 08 20:20:24 PDT 2015,Fri May 08 20:20:38 PDT 2015,2015-05-09 04:22:39 UTC,Sanmina-SCI,5870
3WMINLGALCGVAWVVHEA9EZZZ7A0CA8,A3STVJG6VL4D44,30Y6N4AHYP9VSLPXTIM44CB7E9ARDA,Fri May 08 20:35:10 PDT 2015,Fri May 08 20:37:37 PDT 2015,2015-05-09 04:42:37 UTC,Sanmina-SCI,5870
32ZKVD547G0CG644UZZ4G7FBJF7B33,A2KNE9E89YLQ3A,3VDVA3ILIDSAB007XE8X46WRN3X1GZ,Fri May 08 20:34:00 PDT 2015,Fri May 08 20:34:08 PDT 2015,2015-05-09 04:37:38 UTC,ShoreTel,333
3XCC1ODXDMOR3ERVO7XQTUDQBTNRQY,A5C761Y9MWNCA,3ZXNP4Z39RY48ETAXLMMI8SCM6IL7L,Fri May 08 20:22:52 PDT 2015,Fri May 08 20:23:29 PDT 2015,2015-05-09 04:27:39 UTC,Shutterfly,784
3WZ36BJEV4THFN2Y9E5VYKJ9DELBTL,A2KNE9E89YLQ3A,3V0TR1NRVAFQT8KNYWZP6ISR1SU4A3,Fri May 08 20:28:48 PDT 2015,Fri May 08 20:28:55 PDT 2015,2015-05-09 04:32:38 UTC,Shutterfly,784
3VAR3R6G1QEI0XZJALZMD8NL60G8OU,A1XPLNE3RSG6,32L724R85LXROJP484JQQER55WUIPB,Fri May 08 18:59:17 PDT 2015,Fri May 08 19:00:43 PDT 2015,Fri May 08 19:05:03 PDT 2015,Sigma Designs Inc,199.2
3GNCZX450J0E4L4ZMJWFYZY66TGAPL,A5C761Y9MWNCA,31J7RYECZL3QXSE8855DHY1ZJKIL1O,Fri May 08 21:48:51 PDT 2015,Fri May 08 21:49:25 PDT 2015,2015-05-09 05:52:37 UTC,Silicon Graphics,667
388U7OUMF8E3FLMW793BEOM8YPR0RB,A2KNE9E89YLQ3A,3T5ZXGO9DE1YJLFT8LM1QEK565IQZ7,Fri May 08 20:29:25 PDT 2015,Fri May 08 20:29:33 PDT 2015,2015-05-09 04:32:38 UTC,Silicon Graphics,667
