AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,Answer.name,pub,sigmod,vldb,year,pub/year,vldb/year,sigmod/year
3IQ1VMJRYUXTCYOS5U0IC9YR0ACA99,AYALPYEQ512PP,3SMIWMMK61IMHJH5E7MZ1BNCRBBUWQ,Tue Apr 28 22:34:56 PDT 2015,Tue Apr 28 22:41:52 PDT 2015,2015-04-29 06:42:39 UTC,Peter Lofgren,9,0,1,3,3,0.333333333,0
3OS4RQUCRAS7WIKXEU06HG48LPRBFU,AYALPYEQ512PP,3NZ1E5QA6ZED81TFIFIV6LIBIT15B4,Tue Apr 28 21:34:24 PDT 2015,Tue Apr 28 21:39:40 PDT 2015,2015-04-29 05:42:36 UTC,Austin R. Benson,12,0,0,3,4,0,0
3J2UYBXQQMPAT2OCFL0D3TVC2R760R,AYALPYEQ512PP,3YZ7A3YHR56CPNAHT14QWASBMHMS5R,Fri May 01 16:58:17 PDT 2015,Fri May 01 17:02:46 PDT 2015,2015-05-02 01:07:38 UTC,Sameh Khamis,8,0,0,5,1.6,0,0
3TE3O85731LABVPAMW7PXCFNVC5R2U,AYALPYEQ512PP,3PR3LXCWSFC3MRYSQ1NU7YE5NS7X9V,Fri May 01 17:39:20 PDT 2015,Fri May 01 17:44:01 PDT 2015,2015-05-02 01:47:37 UTC,Gregory Kramida,2,0,0,4,0.5,0,0
39L1G8WVWR4B38MCS26FAV22XSQ310,AYALPYEQ512PP,3ZG552ORAMH0II8Y5D7X9Q961BQ2V6,Sat May 02 04:42:19 PDT 2015,Sat May 02 04:50:23 PDT 2015,2015-05-02 12:52:37 UTC,Alison Smith,4,0,0,3,1.333333333,0,0
39GXDJN2OURDQH8GBXL080HT2IN8VK,AYALPYEQ512PP,3OZ4VAIBEXS0OE66CYDP87VN3MBJV9,Sat May 02 03:22:47 PDT 2015,Sat May 02 03:28:05 PDT 2015,2015-05-02 11:32:39 UTC,Venkataraman Santhanam,2,0,0,1,2,0,0
3GD6L00D3TACPUUMYKBU6UB8XKN1MW,AYALPYEQ512PP,3Y40HMYLL1V16JMVOCIL3U1J0DHUXJ,Sat May 02 13:54:48 PDT 2015,Sat May 02 14:07:26 PDT 2015,2015-05-02 22:07:37 UTC,Konstantinos Zampogiannis,1,0,0,4,0.25,0,0
3FTF2T8WLSVQJBRV6ZWAUYVITVTW9P,ASKDA7P5TIOVT,3VZYA8PITOBCOEQ5KZL6M4MSRP350H,Thu Apr 30 10:28:29 PDT 2015,Thu Apr 30 10:29:34 PDT 2015,2015-04-30 18:32:37 UTC,Wangda Zhang,0,0,0,1,0,0,0
3B2X28YI3XSBDPRMD1X2NARVTVG6BP,AYALPYEQ512PP,3IVKZBIBJ0MO5GUCU35ZL7V1RQDHSX,Sat May 02 02:12:26 PDT 2015,Sat May 02 02:22:06 PDT 2015,2015-05-02 10:22:36 UTC,Aseem Rastogi,7,0,0,3,2.333333333,0,0
3DZQRBDBSMSBXSL65LLZ6WPBNQO3S1,ASKDA7P5TIOVT,3YLTXLH3DFJRSOEK2M15Q2QQ466HPH,Thu Apr 30 10:21:37 PDT 2015,Thu Apr 30 10:22:24 PDT 2015,2015-04-30 18:22:37 UTC,Fotis Psallidas,4,1,0,2,2,0.5,0.5
3IHR8NYAM8EZ2WOIDIMOLWC6D4UP44,A8L450UGY77XB,386659BNTLUD0WPMJCJUJE9BF9Z01V,Wed Apr 29 12:55:53 PDT 2015,Wed Apr 29 12:58:55 PDT 2015,2015-04-29 21:02:37 UTC,Jennifer Ortiz,9,3,0,3,3,1,1
3Q5C1WP23NEEHN9G6LU8PS0MBOV516,AYALPYEQ512PP,3GMLHYZ0LEAQ6OC5T84NM88S2JBUYP,Fri May 01 14:01:09 PDT 2015,Fri May 01 14:04:33 PDT 2015,2015-05-01 22:07:40 UTC,Hossein Esfandiari,4,0,0,3,1.333333333,0,0
3PXX5PX6LYBC0R3P3EEE3FTHPE6BAK,AYALPYEQ512PP,3QHITW7OYOMXID7LWT629LTWW73AQR,Sat May 02 01:53:02 PDT 2015,Sat May 02 01:54:59 PDT 2015,2015-05-02 09:57:37 UTC,Arti Ramesh,4,0,0,2,2,0,0
30X31N5D643BHDKRE009T43HT2RASJ,AYALPYEQ512PP,39KV3A5D18KRCRO0HUJNUU67DNH7SL,Sat May 02 00:28:50 PDT 2015,Sat May 02 00:42:10 PDT 2015,2015-05-02 08:42:36 UTC,Shangfu Peng,3,1,0,2,1.5,0.5,0.5
3QILPRALQ680ICZ796Z9YJNGGFI8N0,AYALPYEQ512PP,337F8MIIMZQUSVM56U2WHCGERT9048,Fri May 01 23:41:07 PDT 2015,Fri May 01 23:47:37 PDT 2015,2015-05-02 07:52:36 UTC,Bahadir Ozdemir,6,0,0,5,1.2,0,0
3SPJ033422GJESZ47C5B4PU1Z6NYJY,A8L450UGY77XB,34HEO7RUG67XUEML98V2EB31ST5ARS,Wed Apr 29 12:31:19 PDT 2015,Wed Apr 29 12:34:16 PDT 2015,2015-04-29 20:37:37 UTC,Paraschos Koutris,20,4,1,5,4,1,0.8
3X3OR7WPZ0DAUCWMXTJULRJRAFKL82,AYALPYEQ512PP,3W5PY7V3UPKHS81BH909F6ZHL3DJYI,Tue Apr 28 17:50:09 PDT 2015,Tue Apr 28 17:55:08 PDT 2015,2015-04-29 01:57:37 UTC,Dana Van Aken,2,0,0,1,2,0,0
3X31TUMD7YZSJCC1Y8AF6HWJXCP1LG,ASKDA7P5TIOVT,3XWUWJ18TL39PFS0J77YJN2F6V0UUR,Thu Apr 30 05:07:17 PDT 2015,Thu Apr 30 05:08:34 PDT 2015,2015-04-30 13:12:38 UTC,Amir Abbas Sadeghian,2,0,0,2,1,0,0
3J2UYBXQQMPAT2OCFL0D3TVC2QW60E,AV3CA0IYNRCCJ,3VZYA8PITOBCOEQ5KZL6M4MSRP405D,Thu Apr 30 18:53:51 PDT 2015,Thu Apr 30 18:57:26 PDT 2015,2015-05-01 02:57:36 UTC,Justin DeBrabant,3,0,2,4,0.75,0.5,0
3OHYZ19UGDIWJLSY7JJ09ZTGWB5AOZ,ASKDA7P5TIOVT,3WRAAIUSBJCHRA8XI71U3TPPTAPXAA,Thu Apr 30 07:50:34 PDT 2015,Thu Apr 30 07:51:15 PDT 2015,2015-04-30 15:52:38 UTC,Shrainik Jain,1,0,0,2,0.5,0,0
3HYA4D452SWD85K1V17VGN14RL7F2T,AYALPYEQ512PP,34R0BODSP1CBF45ZS6KL7TOWLQE5E4,Wed Apr 29 22:49:17 PDT 2015,Wed Apr 29 23:01:11 PDT 2015,2015-04-30 07:02:36 UTC,Jennifer Ortiz,6,3,0,2,3,1.5,1.5
3GGAI1SQEWBWCX4KEH0ENQUZ1GQCM7,AYALPYEQ512PP,3VO4XFFP15ZFZB9NPQUIZUR6VZW7QW,Fri May 01 20:32:12 PDT 2015,Fri May 01 20:35:32 PDT 2015,2015-05-02 04:37:37 UTC,Alex Memory,4,0,0,2,2,0,0
3K2755HG5TG0BFIHSQRCC6S8PEHFDS,ASKDA7P5TIOVT,391FPZIE4CZ4KTMGJ80Z08DPCNYHUD,Thu Apr 30 22:03:21 PDT 2015,Thu Apr 30 22:05:34 PDT 2015,2015-05-01 06:07:36 UTC,Michael S. Kester,2,0,0,3,0.666666667,0,0
3P4RDNWND6JXOSKZ3UJ8I10DAQFJIA,AYALPYEQ512PP,3NI0WFPPI9T87IQJPIVBEA0SNKF06T,Fri May 01 03:59:08 PDT 2015,Fri May 01 04:03:11 PDT 2015,2015-05-01 12:07:37 UTC,Victoria Cepeda Espinoza,0,0,0,1,0,0,0
3TY7ZAOG5GXHSH91HPUEDC0U2I7K0H,A8L450UGY77XB,3UQVX1UPFSUKPH7I2GJ8OXJG7FD02C,Wed Apr 29 11:51:55 PDT 2015,Wed Apr 29 11:53:45 PDT 2015,2015-04-29 19:57:36 UTC,Srinivasan Iyer,25,0,0,1,25,0,0
3AAPLD8UCDUR605K96FRKVM77D3TH3,ASKDA7P5TIOVT,39KV3A5D18KRCRO0HUJNUU67DNHS76,Thu Apr 30 03:22:33 PDT 2015,Thu Apr 30 03:24:37 PDT 2015,2015-04-30 11:27:37 UTC,Danai Koutra,34,0,2,5,6.8,0.4,0
3F0BG9B9MQ0QUXY263GE1ZPS9FHY7U,AYALPYEQ512PP,3EFNPKWBMS19AZ316GXD77O8DTD03N,Sat May 02 01:31:31 PDT 2015,Sat May 02 01:51:32 PDT 2015,2015-05-02 09:52:37 UTC,Samah Ramadan,3,0,0,5,0.6,0,0
3EQHHY4HQT5BL2ZJO4FBWF4SC95G5Z,A8L450UGY77XB,3WYZV0QBFJQMAKDPOL1QY49VBSAXB5,Wed Apr 29 13:59:58 PDT 2015,Wed Apr 29 14:04:48 PDT 2015,2015-04-29 22:07:38 UTC,Shi Gao,7,2,1,5,1.4,0.6,0.4
3Z2R0DQ0JIRL2RK50QNPY5G4GN02ED,AV3CA0IYNRCCJ,36KM3FWE3RPRBI4O8S03KO0OIVZ07S,Fri May 01 10:03:55 PDT 2015,Fri May 01 10:07:02 PDT 2015,2015-05-01 18:07:36 UTC,Gene Pang,3,1,0,4,0.75,0.25,0.25
3W2LOLRXLCS5SBT0B2DTX81HCA4KRI,AV3CA0IYNRCCJ,3IZPORCT1FMC41UZFE5UVXQ55OUHR9,Thu Apr 30 16:22:40 PDT 2015,Thu Apr 30 16:34:33 PDT 2015,2015-05-01 00:37:37 UTC,Pablo Barrio,2,0,0,6,0.333333333,0,0
3EFVCAY5L4M4ZM8MU87H5C6Z7VDJ87,AYALPYEQ512PP,30Z7M1Q8UYXRC97PAZP2NU8W21H8AE,Fri May 01 23:20:01 PDT 2015,Fri May 01 23:24:52 PDT 2015,2015-05-02 07:27:36 UTC,Adam O'Donovan,8,0,0,8,1,0,0
3J4Q2Z4UTZGWBA8HN17WGTL73VMQWU,ASKDA7P5TIOVT,3TZ0XG8CBUXD7QXKITB2RZXCWJZ89Z,Thu Apr 30 06:08:42 PDT 2015,Thu Apr 30 06:10:02 PDT 2015,2015-04-30 14:12:37 UTC,Daniel Haas,3,0,0,2,1.5,0,0
3OUYGIZWR8BI386HUHZM9TMTXV5P0M,AYALPYEQ512PP,37MQ8Z1JQE9HMC33AOUHGPD0JSS2YF,Fri May 01 05:00:30 PDT 2015,Fri May 01 05:04:31 PDT 2015,2015-05-01 13:07:38 UTC,Jun-Cheng Chen,8,0,0,1,8,0,0
3SBEHTYCWOGNJHFYPUKBSOF1NVAIYR,AYALPYEQ512PP,3OKP4QVBP2A65OD7TX1QF7PUQKUGA2,Fri May 01 14:11:33 PDT 2015,Fri May 01 14:15:04 PDT 2015,2015-05-01 22:17:39 UTC,Xiong Fan,2,0,0,2,1,0,0
33F859I567QRAEB39KO6K1GL14XHBR,AYALPYEQ512PP,39O0SQZVJNKFBCON25JI4K1BRLY7RX,Tue Apr 28 18:45:05 PDT 2015,Tue Apr 28 18:54:41 PDT 2015,2015-04-29 02:57:37 UTC,Hyun Ah Song,8,0,0,2,4,0,0
3ZY8KE4ISKGJWL8CXR20UR2TVLHVQJ,A8L450UGY77XB,306W7JMRYYBWVJCHGDPYI5S2KJ28B9,Wed Apr 29 14:23:36 PDT 2015,Wed Apr 29 14:32:18 PDT 2015,2015-04-29 22:32:36 UTC,Ariyam Das,4,0,0,4,1,0,0
3SNVL38CI551M94HT5NY8D2VCAUCKZ,AYALPYEQ512PP,375VMB7D4JWIZMME3VSVQKAGQ0JDIT,Fri May 01 03:43:46 PDT 2015,Fri May 01 03:50:52 PDT 2015,2015-05-01 11:52:37 UTC,Joshua Bradley,3,0,0,2,1.5,0,0
3WT783CTPCU0T60NNSA59AJ5PGHBCA,ASKDA7P5TIOVT,33NKDW9FFXV5KP5V2LXL9OFDTDAXCC,Thu Apr 30 23:31:11 PDT 2015,Thu Apr 30 23:31:41 PDT 2015,2015-05-01 07:32:36 UTC,Hyun Ah Song,0,0,0,1,0,0,0
3TVRFO09GLS09DXU51VM1Q0K1P1XLW,AV3CA0IYNRCCJ,3P7QK0GJ3TYHR2D86AW0UWM2PMW2Z6,Wed Apr 29 14:22:14 PDT 2015,Wed Apr 29 14:35:37 PDT 2015,2015-04-29 22:37:38 UTC,Shumo Chu,7,3,0,5,1.4,0.6,0.6
3QIYRE09Y4UI7CFMALQUJ90816KN1W,ASKDA7P5TIOVT,37J05LC5AXWEUX6KLDDV2LPG3F8DJ5,Thu Apr 30 03:20:10 PDT 2015,Thu Apr 30 03:22:28 PDT 2015,2015-04-30 11:22:37 UTC,Dana Van Aken,1,0,0,1,1,0,0
3P4RDNWND6JXOSKZ3UJ8I10DARKJIH,AYALPYEQ512PP,3DWGDA5POFHTTXQ2M97J47Z195BV1H,Sat May 02 02:00:46 PDT 2015,Sat May 02 02:08:54 PDT 2015,2015-05-02 10:12:37 UTC,Mohammad Rastegari,12,0,0,4,3,0,0
354P56DE9LGTYBMT7XOPJD1RSV57SB,AYALPYEQ512PP,34D9ZRXCYR79VTMYOXV74L8XEVOASG,Sat May 02 14:15:49 PDT 2015,Sat May 02 14:19:18 PDT 2015,2015-05-02 22:22:39 UTC,Matthew K Burgess,3,0,0,3,1,0,0
3PDJHANYK6TL42U8DT7Y9LUTO63H6U,ASKDA7P5TIOVT,3JMNNNO3B1HDX783VNCTVSSK8KS2WG,Thu Apr 30 08:05:11 PDT 2015,Thu Apr 30 08:06:19 PDT 2015,2015-04-30 16:07:38 UTC,Prasang Upadhyaya,17,5,2,5,3.4,1.4,1
3T111IHZ5F3LBFA975M47ZN10EX9RD,AYALPYEQ512PP,3QI9WAYOGQO88RAVYKEVOG6BICXS67,Wed Apr 29 12:46:40 PDT 2015,Wed Apr 29 12:51:47 PDT 2015,2015-04-29 20:52:36 UTC,Kanika Narang,9,0,0,1,9,0,0
3J2UYBXQQMPAT2OCFL0D3TVC2QA60S,ASKDA7P5TIOVT,3JMQI2OLFZIADNX50B5NVS6XCZDDN9,Fri May 01 00:07:38 PDT 2015,Fri May 01 00:24:02 PDT 2015,2015-05-01 08:27:36 UTC,Bailu Ding,0,0,0,1,0,0,0
3JBT3HLQF9FF5TC7YBCEFSPFF3FZPH,AYALPYEQ512PP,3LOJFQ4BOXS95HC23YD730PTI48DK4,Fri May 01 17:23:34 PDT 2015,Fri May 01 17:26:23 PDT 2015,2015-05-02 01:27:38 UTC,Angjoo Kim,1,0,0,1,1,0,0
3BGYGHDBBYXT7B8P76SOW47FJKI22J,AYALPYEQ512PP,37VHPF5VYCGF5O4NUDLTTPYK2428CG,Fri May 01 13:44:29 PDT 2015,Fri May 01 13:50:08 PDT 2015,2015-05-01 21:52:38 UTC,Aleksandrs Ecins,3,0,0,4,0.75,0,0
3HFNH7HEMIR0EOIH8W3EUQZJ97EQGD,A8L450UGY77XB,3EQVJH0T40YPKG7RJ3APVCRNT9RHTM,Thu Apr 30 13:17:39 PDT 2015,Thu Apr 30 13:19:49 PDT 2015,2015-04-30 21:22:38 UTC,Cansu Aslantas,1,0,0,1,1,0,0
3NKQQ8O39ZIPUXF7NFMBY6TBZ06UDE,AYALPYEQ512PP,3EQPA8A3749HXYBGDV2STD8JRXHJZ9,Thu Apr 30 14:32:13 PDT 2015,Thu Apr 30 14:38:38 PDT 2015,2015-04-30 22:42:39 UTC,Stephen H. Bach,15,0,0,5,3,0,0
352YTHGROWQ7PFQUU5EJCNAFREEH4N,AYALPYEQ512PP,3S829FDFT2EFPHB92HSWTUXVEDMXDC,Wed Apr 29 22:28:51 PDT 2015,Wed Apr 29 22:38:32 PDT 2015,2015-04-30 06:42:36 UTC,Brandon Myers,11,1,1,3,3.666666667,0.666666667,0.333333333
33CKWXB73KXFT58X5YSWM2N5Y5J116,A8L450UGY77XB,3UDTAB6HH6CVP1SHNPYNYKRUDLN094,Wed Apr 29 14:21:55 PDT 2015,Wed Apr 29 14:23:32 PDT 2015,2015-04-29 22:27:36 UTC,Muhao Chen,0,0,0,1,0,0,0
36U2A8VAG2CEPC5MPX5N54UEFX5YKK,ASKDA7P5TIOVT,3HKIF5DF6YAS05321RNQJCEAK2CG9N,Thu Apr 30 10:24:22 PDT 2015,Thu Apr 30 10:24:58 PDT 2015,2015-04-30 18:27:36 UTC,Goncalo Simoes,4,0,1,2,2,0.5,0
3LQ8PUHQFM51XMP9FUGN6OKYXY2IHV,ASKDA7P5TIOVT,3SR6AEG6W56L126LT9XO3TJ28B9HYB,Thu Apr 30 21:18:35 PDT 2015,Thu Apr 30 21:19:36 PDT 2015,2015-05-01 05:22:37 UTC,Alexander Kalinin,6,2,0,5,1.2,0.4,0.4
378XPAWRUDQMNZHV9O6VP2XUK4PAIR,AYALPYEQ512PP,31D0ZWOD0AC9UK2MFVCNUF2EJ350AJ,Sat May 02 00:18:15 PDT 2015,Sat May 02 00:25:01 PDT 2015,2015-05-02 08:27:37 UTC,Deok Gun Park,1,0,0,1,1,0,0
3OLQQLKKNT2L8NID7BTHXM2LIYZJEU,AYALPYEQ512PP,3P458N04Q1USM7DT5S8FXB6RHMY2X9,Fri May 01 16:49:25 PDT 2015,Fri May 01 16:51:07 PDT 2015,2015-05-02 00:52:37 UTC,Garrett Katz,3,0,0,1,3,0,0
3NPFYT4IZDHKNLJTUAY6OYVC58KGXE,AYALPYEQ512PP,3VGZ74AYTGTUY3A5DBXHL2FIQNFGC4,Wed Apr 29 00:12:47 PDT 2015,Wed Apr 29 00:19:32 PDT 2015,2015-04-29 08:22:38 UTC,Vasilis Verroios,7,0,0,2,3.5,0,0
3AAJC4I4FH5JJI993Y7UIW33501ZJ0,AYALPYEQ512PP,386T3MLZLN8VBW97IXS9YOWJTF508F,Wed Apr 29 02:06:51 PDT 2015,Wed Apr 29 02:19:05 PDT 2015,2015-04-29 10:22:36 UTC,Sara Alspaugh,16,0,1,3,5.333333333,0.333333333,0
34HJIJKLP69C7GLEZUVNRO1O0W34VL,AV3CA0IYNRCCJ,3VMHWJRYHVTCN1P5TNNMHU0GQQ2XFN,Fri May 01 11:10:19 PDT 2015,Fri May 01 11:13:42 PDT 2015,2015-05-01 19:17:36 UTC,Muhao Chen,0,0,0,2,0,0,0
3JC6VJ2SACWABBMG24N10TTPEFC5AY,AYALPYEQ512PP,3Y7LTZE0YTZQBEMAPU660FHU8DFUZG,Wed Apr 29 19:57:46 PDT 2015,Wed Apr 29 20:06:05 PDT 2015,2015-04-30 04:07:37 UTC,Kristi Morton,9,4,1,4,2.25,1.25,1
3IXQG4FA2UBYV8TKB80E7KIXJVM9BZ,AYALPYEQ512PP,31KPKEKW4AQEDU7EL9CJPQMK1LQ0BE,Fri May 01 05:24:16 PDT 2015,Fri May 01 05:38:12 PDT 2015,2015-05-01 13:42:38 UTC,Fang Cheng,2,0,0,1,2,0,0
3P529IW9KZYJ9R6957P0VJ0DYORFLI,AYALPYEQ512PP,3Q7TKIAPOTNKPNUKOYP8I02874DDL7,Fri May 01 20:08:49 PDT 2015,Fri May 01 20:15:30 PDT 2015,2015-05-02 04:17:36 UTC,Matthew Mauriello,6,0,0,3,2,0,0
3TDXMTX3CC7L0X5SJBPJ9XV8NHDI6E,AYALPYEQ512PP,3R5LWXWHR0LI11L047T4ZF0SR52XGM,Wed Apr 29 00:35:06 PDT 2015,Wed Apr 29 00:49:28 PDT 2015,2015-04-29 08:52:36 UTC,Ce Zhang,33,4,2,4,8.25,1.5,1
3CFVK00FWMYNQYDY4EMW1DN04MZL6P,AYALPYEQ512PP,3KLL7H3EGDE4X8BGOYA4WUF8QU7HV2,Thu Apr 30 01:28:38 PDT 2015,Thu Apr 30 01:35:57 PDT 2015,2015-04-30 09:37:38 UTC,Shi Gao,11,3,2,5,2.2,1,0.6
379J5II41PTR3D6DAW5UD1FDMNAELX,AYALPYEQ512PP,3ZG552ORAMH0II8Y5D7X9Q961BPV2Y,Fri May 01 19:15:13 PDT 2015,Fri May 01 19:22:11 PDT 2015,2015-05-02 03:22:37 UTC,Ben London,14,0,0,5,2.8,0,0
3WQ3B2KGE9TG63QP7VLLSE0ELIVB1N,A8L450UGY77XB,3EAWOID6MTATM85KQQ3JQ2GR4D5V0E,Thu Apr 30 13:42:42 PDT 2015,Thu Apr 30 13:46:42 PDT 2015,2015-04-30 21:47:38 UTC,Sam Zhao,0,0,0,1,0,0,0
33IZTU6J82ENDQSKPASNDCEFUOKXSW,AYALPYEQ512PP,34D9ZRXCYR79VTMYOXV74L8XEVNSAX,Sat May 02 14:56:41 PDT 2015,Sat May 02 15:00:25 PDT 2015,2015-05-02 23:02:39 UTC,Evangelia A. Sitaridi,7,1,0,5,1.4,0.2,0.2
34Z02EIMITQGV0ZOBY86E3NQMZR0T5,AYALPYEQ512PP,39HYCOOPKOY4V5C5OAQNIDHX793DM9,Fri May 01 22:19:56 PDT 2015,Fri May 01 22:24:43 PDT 2015,2015-05-02 06:27:36 UTC,Jayanta Mondal,5,2,0,5,1,0.4,0.4
3X3OR7WPZ0DAUCWMXTJULRJRBJG8LU,AYALPYEQ512PP,3J5XXLQDHMOP304H9DL2S0EY7PPV39,Fri May 01 04:18:10 PDT 2015,Fri May 01 04:28:25 PDT 2015,2015-05-01 12:32:38 UTC,Snigdha Chaturvedi,11,0,0,4,2.75,0,0
3OS46CRSLGCQM3PSIIO2OML2WLJV63,ASKDA7P5TIOVT,3D17ECOUOE89HOOJ2Z1DLC7IILJ31T,Thu Apr 30 10:12:36 PDT 2015,Thu Apr 30 10:13:37 PDT 2015,2015-04-30 18:17:38 UTC,Bingyi Cao,1,0,0,2,0.5,0,0
3PWWM24LHTB4TQAENN1P6VKI5KR283,AYALPYEQ512PP,3MNJFORX8BH3LI5VNH4RPB9WXRT5FM,Fri May 01 22:27:17 PDT 2015,Fri May 01 22:28:51 PDT 2015,2015-05-02 06:32:36 UTC,John Morgan,2,0,0,2,1,0,0
3QIYRE09Y4UI7CFMALQUJ9081661NW,AYALPYEQ512PP,34KYK9TV2RLEE3RQUBV3ZWS3WD8SBS,Wed Apr 29 19:49:18 PDT 2015,Wed Apr 29 19:56:08 PDT 2015,2015-04-30 03:57:36 UTC,Dominik Moritz,3,1,0,2,1.5,0.5,0.5
3NPFYT4IZDHKNLJTUAY6OYVC6AOGXN,ASKDA7P5TIOVT,34R3P23QHSEHCXBLE8F0IWYMX39HWC,Thu Apr 30 07:55:57 PDT 2015,Thu Apr 30 07:57:22 PDT 2015,2015-04-30 15:57:39 UTC,Dominik Moritz,5,1,0,1,5,1,1
3UJ1CZ6IZI2EB78AJ49SLTNV1M95SN,ASKDA7P5TIOVT,363A7XIFV4ZPNL32IS0CF8S4DZIAVL,Thu Apr 30 08:01:21 PDT 2015,Thu Apr 30 08:01:48 PDT 2015,2015-04-30 16:02:38 UTC,Ryan Maas,0,0,0,1,0,0,0
34PGFRQONPOFPN44SBNNJS9LP2XWJG,AYALPYEQ512PP,3DQYSJDTYLOKHNP9YC3GZCFGEPNXE5,Fri May 01 12:56:06 PDT 2015,Fri May 01 13:04:05 PDT 2015,2015-05-01 21:07:36 UTC,Philip Dasler,10,0,0,4,2.5,0,0
3VFJCI1K40C0QPXHLBSEZG9O4QNGR4,A8L450UGY77XB,3I6NF2WGIG99ZI1QY1A97W98Y6T5GL,Tue Apr 28 18:35:05 PDT 2015,Tue Apr 28 18:37:35 PDT 2015,2015-04-29 02:37:36 UTC,Amir Abbas Sadeghian,2,0,0,2,1,0,0
3K9FOBBF2IWVXJJQ3V8D3O9M0D4LNI,ASKDA7P5TIOVT,3WGZLY9VCHZPAGA1U9G4DVG2N4E8DG,Thu Apr 30 09:38:27 PDT 2015,Thu Apr 30 09:39:50 PDT 2015,2015-04-30 17:42:37 UTC,Dolan Antenucci,5,0,1,2,2.5,0.5,0
3UNH76FOCTI9F05PA9I3KHMI42PYME,ASKDA7P5TIOVT,3AC6MFV69KVL6SGQPVZ7H0S4E5DHZ2,Thu Apr 30 05:58:51 PDT 2015,Thu Apr 30 05:59:56 PDT 2015,2015-04-30 14:02:37 UTC,Gene Pang,3,1,0,3,1,0.333333333,0.333333333
3IXQG4FA2UBYV8TKB80E7KIXISSB90,A8L450UGY77XB,3OREP8RUT2OBOYIZZB1MAI9082FGBX,Wed Apr 29 11:47:56 PDT 2015,Wed Apr 29 11:50:02 PDT 2015,2015-04-29 19:52:36 UTC,Jeremy Hyrkas,2,0,1,3,0.666666667,0.333333333,0
3R08VXYT7D8M5S32R2YQG24CY5Z7WI,ASKDA7P5TIOVT,35JDMRECC4M9V1UJ923CBQFLBZSGEX,Thu Apr 30 07:58:17 PDT 2015,Thu Apr 30 08:00:02 PDT 2015,2015-04-30 16:02:37 UTC,Kristi Morton,16,3,1,4,4,1,0.75
3W8CV64QJ3C8MLW6B0AATVLVE9A9H0,AYALPYEQ512PP,3A9LA2FRWSRW1XGBODBMKFCT65FHX5,Fri May 01 13:36:49 PDT 2015,Fri May 01 13:44:09 PDT 2015,2015-05-01 21:47:39 UTC,Mohammed E. Fathy Salem,7,0,0,3,2.333333333,0,0
33CKWXB73KXFT58X5YSWM2N5Y3A11T,A8L450UGY77XB,3EFNPKWBMS19AZ316GXD77O8DTD30Q,Tue Apr 28 18:28:20 PDT 2015,Tue Apr 28 18:30:55 PDT 2015,2015-04-29 02:32:37 UTC,Rohan Puttagunta,1,1,0,1,1,1,1
30LB5CDZNDNCHC8NHQXO0RO77UA0ZG,AYALPYEQ512PP,30U1YOGZGA97T0PA87M9UMG3ZYKSDZ,Fri May 01 02:44:33 PDT 2015,Fri May 01 02:55:37 PDT 2015,2015-05-01 10:57:38 UTC,Adam Bazinet,15,0,0,4,3.75,0,0
3K772S5NP9OPHHNNJBQWL9M655EEH1,AV3CA0IYNRCCJ,3B623HUYJ43VC5TJRZBT8U22O7NS8T,Fri May 01 08:56:11 PDT 2015,Fri May 01 09:00:55 PDT 2015,2015-05-01 17:02:38 UTC,Sara Alspaugh,16,0,1,5,3.2,0.2,0
3LYA37P8IR0IC4CBF5R3XTWDUOJBKE,AV3CA0IYNRCCJ,3E9VAUV7BWR6RFY7N3NWM7WYVGKAYU,Thu Apr 30 08:29:00 PDT 2015,Thu Apr 30 08:34:28 PDT 2015,2015-04-30 16:37:36 UTC,Fei Li,9,3,2,6,1.5,0.833333333,0.5
3WJEQKOXA9FBNTLX1HLPX3G83011A9,A8L450UGY77XB,3LCXHSGDLTJCL63A42XT04YOZALSES,Thu Apr 30 09:42:02 PDT 2015,Thu Apr 30 09:47:08 PDT 2015,2015-04-30 17:47:38 UTC,Wangda Zhang,2,0,0,1,2,0,0
39GXDJN2OURDQH8GBXL080HT2IE8VB,AYALPYEQ512PP,3OEWW2KGQJOSV8XH1Q50AH6229IDOO,Fri May 01 19:08:51 PDT 2015,Fri May 01 19:15:05 PDT 2015,2015-05-02 03:17:38 UTC,Chang Liu,18,0,0,3,6,0,0
3VP0C6EFSH97WGVJ4QNB1Q2P4PL6M4,AYALPYEQ512PP,3ZUE82NE0AEM80OXLFBU1VJNZHU8FR,Tue Apr 28 18:25:44 PDT 2015,Tue Apr 28 18:28:50 PDT 2015,2015-04-29 02:32:37 UTC,"Evangelos E. Papalexakis,",33,1,0,4,8.25,0.25,0.25
3EWIJTFFVPKE6HHRL3JBFHNPJP8E0X,AYALPYEQ512PP,3XD2A6FGFN7VQACTWRH78QXD8D5S9I,Sat May 02 03:13:01 PDT 2015,Sat May 02 03:22:14 PDT 2015,2015-05-02 11:22:37 UTC,Gregory Sanders,11,0,0,3,3.666666667,0,0
3Z7EFSHGNAR7693OSO2NY7AX8IZXCX,AV3CA0IYNRCCJ,3JVP4ZJHDP5O02LKRJ40BDQXWB9I04,Thu Apr 30 09:30:23 PDT 2015,Thu Apr 30 09:41:45 PDT 2015,2015-04-30 17:42:37 UTC,Manish Singh,12,1,0,5,2.4,0.2,0.2
